"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7232903,1,1,1,2,50,2,5,3,280000,4,4,9
7232904,1,1,1,2,37,4,5,3,405000,2,4,9
7232905,1,1,1,1,38,2,5,4,732000,4,4,9
7232906,1,1,1,1,87,2,5,3,775000,4,4,9
7232907,1,1,1,1,62,6,5,3,1217000,5,4,1
7232908,1,1,1,1,67,6,5,3,460000,2,4,9
7232909,1,1,1,1,59,2,5,1,1063666.66666667,3,4,9
7232910,1,1,1,1,56,2,5,4,860000,3,4,1
7232911,1,1,1,2,34,2,5,4,1432666.66666667,6,4,9
7232912,1,1,1,2,32,2,5,3,608666.666666667,6,4,1
7232913,1,1,1,1,48,2,5,3,250000,3,4,9
7232914,1,1,1,1,60,3,5,1,473333.333333333,1,4,9
7232915,1,1,1,1,36,6,5,3,1116500,6,4,8
7232921,1,1,1,1,24,2,5,NA,621666.666666667,4,4,9
7232922,1,1,1,1,25,2,5,5,1158116,4,4,9
7232923,1,1,1,1,70,2,5,3,185000,1,4,0
7232924,1,1,1,1,40,2,5,1,462000,4,4,9
7232925,1,1,1,1,59,2,5,3,1398000,6,4,9
7232926,1,1,1,1,81,2,5,3,640000,2,4,0
7232927,1,1,1,2,77,5,6,1,370000,1,4,1
7232928,1,1,1,1,68,6,6,13,7945833.33333333,2,4,1
7232929,1,1,1,1,40,2,6,3,1095000,4,4,1
7232930,1,1,1,1,55,6,6,13,5030833.33333333,3,4,1
7232931,1,1,1,1,53,6,6,5,3187500,4,4,1
7232932,1,1,1,1,62,4,6,4,1100000,1,4,2
7232933,1,1,1,1,36,6,6,5,1345616,4,4,2
7232934,1,1,1,2,76,5,6,11,2700000,1,4,2
7232935,1,1,1,1,46,2,6,3,1045000,3,4,NA
7232936,1,1,1,2,52,4,6,11,1225666.66666667,1,4,2
7232937,1,1,1,1,76,6,6,13,6633333.33333333,2,4,2
7232938,1,1,1,1,53,5,6,3,1250000,1,4,1
7232940,1,1,1,1,61,6,6,11,6350000,2,4,2
7232941,1,1,1,1,32,2,1,5,1050000,4,4,1
7232942,1,1,1,2,59,5,6,9,1100000,1,4,2
7232943,1,1,1,1,81,6,6,3,223333.333333333,2,4,1
7232944,1,1,1,2,37,5,6,3,1e+05,4,4,1
7232946,1,1,1,2,21,5,6,7,145000,2,4,1
7232947,1,1,1,1,87,6,6,1,703333.333333333,4,4,1
7232948,1,1,1,2,29,5,6,7,750000,2,4,1
7232949,1,1,1,1,74,2,6,3,895000,2,4,1
7232950,1,1,1,1,60,6,6,3,1200000,2,4,1
7232951,1,1,1,2,58,2,6,3,658333.333333333,1,4,1
7232952,1,1,1,1,32,2,6,3,1226666.66666667,4,4,0
7232953,1,1,1,1,60,4,6,3,310000,2,4,1
7232954,1,1,1,2,34,4,6,4,748500,3,4,1
7232955,1,1,1,1,54,2,6,3,730000,2,4,1
7232956,1,1,1,1,47,2,6,3,150000,4,4,1
7232957,1,1,1,1,51,5,6,3,1e+05,1,4,1
7232958,1,1,1,1,40,5,6,1,366666.666666667,1,4,1
7232959,1,1,1,2,27,2,6,3,684000,4,4,1
7232960,1,1,1,2,57,5,6,1,560000,4,4,1
7232961,1,1,1,1,52,2,6,3,475500,3,4,1
7232962,1,1,1,2,79,4,6,3,390000,2,4,1
7232963,1,1,1,1,66,6,6,3,1236500,7,4,1
7232964,1,1,1,1,44,6,6,3,535000,3,4,1
7232965,1,1,1,1,60,6,6,3,460000,3,4,1
7232966,1,1,1,1,52,6,6,3,116666.666666667,5,4,1
7232967,1,1,1,2,44,2,6,3,858333.333333333,2,4,1
7232968,1,1,1,1,58,6,6,3,1850000,2,4,1
7232969,1,1,1,1,68,6,6,3,418333.333333333,3,4,1
7232970,1,1,1,1,65,6,6,3,270000,2,4,1
7232971,1,1,1,1,21,5,6,4,2050000,1,4,1
7232972,1,1,1,2,78,3,6,3,295000,1,4,1
7232973,1,1,1,2,38,6,6,4,4e+05,2,4,1
7232974,1,1,1,1,59,2,6,3,376666.666666667,2,4,1
7232975,1,1,1,2,33,4,6,5,539166.666666667,3,4,1
7232976,1,1,1,2,55,2,6,3,1403333.33333333,3,4,1
7232977,1,1,1,1,54,2,6,5,9391666.66666667,4,4,2
7232982,1,1,1,2,72,5,6,1,85000,1,4,1
7232984,1,1,1,2,51,5,6,1,250000,1,4,1
7232985,1,1,1,1,57,5,6,5,510000,1,4,NA
7232986,1,1,1,2,46,2,6,1,1800000,2,4,1
7232987,1,1,1,1,30,2,6,NA,573500,3,4,1
7232988,1,1,1,2,49,2,6,NA,225000,4,4,1
7232989,1,1,1,2,61,5,6,3,126666.666666667,1,4,1
7232990,1,1,1,1,34,2,6,3,716833.333333333,4,4,1
7232991,1,1,1,2,88,3,6,1,65000,1,4,1
7232992,1,1,1,1,66,6,6,1,895000,3,4,1
7232992,2,1,1,1,29,1,6,3,895000,3,4,1
7232993,1,1,1,1,31,2,6,4,463500,4,4,1
7232994,1,1,1,1,36,2,6,3,605000,3,4,1
7232995,1,1,1,1,41,4,6,13,3360000,1,4,2
7232996,1,1,1,1,54,2,6,3,1300000,2,4,1
7232997,1,1,1,2,56,5,6,5,1200000,3,4,1
7232998,1,1,1,2,58,2,6,13,8500000,1,4,2
7232999,1,1,1,2,81,5,6,3,510000,1,4,1
7233000,1,1,1,1,39,6,6,3,870000,4,4,1
7233001,1,1,1,2,80,3,6,4,1720000,2,4,1
7233002,1,1,1,1,56,2,6,3,495333.333333333,3,4,1
7233003,1,1,1,2,47,5,6,11,3209166.66666667,6,4,2
7233004,1,1,1,2,63,4,6,13,6540666.66666667,1,4,2
7233005,1,1,1,2,45,5,6,5,994580,3,4,2
7233006,1,1,1,1,20,2,6,4,440000,1,4,2
7233007,1,1,1,2,73,3,6,3,460000,1,4,2
7233008,1,1,1,1,38,2,6,5,2034000,1,4,1
7233010,1,1,1,2,67,6,6,11,12209166.6666667,2,4,3
7233016,1,1,1,2,79,3,6,1,640000,1,4,2
7233017,1,1,1,2,59,6,6,5,2573333.33333333,3,4,1
7233021,1,1,1,1,25,5,6,4,490000,1,4,2
7233024,1,1,1,2,41,5,6,7,780000,1,3,3
7233025,1,1,1,2,72,3,6,3,2316666.66666667,1,3,3
7233025,2,1,1,1,64,2,6,3,2316666.66666667,1,3,3
7233026,1,1,1,1,33,6,6,7,3273333.33333333,4,3,4
7233026,2,1,1,2,30,5,6,10,3273333.33333333,4,3,4
7233027,1,1,1,1,70,6,6,10,5200000,5,3,5
7233028,1,1,1,2,37,4,6,10,2800000,3,3,3
7233029,1,1,1,2,78,3,6,3,3630000,6,3,1
7233030,1,1,1,1,30,6,6,NA,1793333.33333333,5,3,3
7233031,1,1,1,2,41,5,6,3,1500000,4,3,NA
7233032,1,1,1,2,19,5,6,4,6e+05,2,3,0
7233033,1,1,1,1,33,6,6,7,2002833.33333333,2,3,3
7233034,1,1,1,1,55,6,6,5,3308333.33333333,4,3,3
7233035,1,1,1,2,45,5,6,4,878000,2,3,1
7233036,1,1,1,1,29,2,6,3,1308000,6,3,1
7233037,1,1,1,1,43,5,6,9,3250000,2,3,5
7233038,1,1,1,2,74,5,6,4,2430333.33333333,1,3,3
7233039,1,1,1,2,66,3,6,4,4119000,3,3,2
7233040,1,1,1,2,55,5,6,3,950000,1,3,3
7233041,1,1,1,1,45,2,6,3,1752400,3,3,2
7233042,1,1,1,2,53,3,6,4,2444000,3,3,3
7233043,1,1,1,2,57,2,6,3,542500,1,3,2
7233044,1,1,1,1,52,4,6,5,1375000,1,3,1
7233045,1,1,1,2,48,3,6,11,1183333.33333333,2,3,4
7233046,1,1,1,1,30,5,6,11,3500000,1,3,5
7233047,1,1,1,1,70,6,6,4,1264782.66666667,3,3,2
7233048,1,1,1,2,59,6,6,13,11308333.3333333,2,3,4
7233049,1,1,1,1,51,6,6,13,5700000,3,3,4
7233050,1,1,1,1,49,6,6,9,2580365.33333333,2,3,4
7233051,1,1,1,1,72,6,6,3,108333.333333333,3,3,4
7233052,1,1,1,1,38,6,6,NA,4340833.33333333,2,3,3
7233053,1,1,1,1,50,6,6,5,11575000,3,3,3
7233054,1,1,1,1,72,5,6,11,1700000,1,3,2
7233055,1,1,1,2,50,5,6,5,708333.333333333,2,3,3
7233056,1,1,1,1,56,2,6,7,2350000,2,3,2
7233057,1,1,1,2,50,2,6,11,2583333.33333333,1,3,4
7233058,1,1,1,2,24,6,6,5,241666.666666667,3,3,5
7233059,1,1,1,2,59,3,6,13,6210416.66666667,2,3,5
7233060,1,1,1,1,42,6,6,4,3135067.91666667,4,3,2
7233061,1,1,1,1,36,2,6,4,1124157.66666667,4,3,2
7233062,1,1,1,1,37,6,6,3,631666.666666667,3,3,2
7233063,1,1,1,2,70,5,6,3,1175000,2,3,2
7233064,1,1,1,1,52,2,6,4,2277032,3,3,2
7233065,1,1,1,2,56,5,6,4,976666.666666667,4,3,2
7233066,1,1,1,2,37,4,6,5,1337000,6,3,2
7233067,1,1,1,1,74,4,6,13,897000,1,3,3
7233068,1,1,1,2,77,4,6,10,64200000,1,3,3
7233069,1,1,1,1,49,2,6,4,2289166.66666667,4,3,1
7233070,1,1,1,1,46,2,6,4,1091666.66666667,4,3,1
7233071,1,1,1,1,66,4,6,11,1900000,2,3,1
7233072,1,1,1,2,83,3,6,3,308333.333333333,1,3,1
7233073,1,1,1,1,31,6,6,9,1939166.66666667,5,3,1
7233074,1,1,1,1,61,6,6,3,1667833.33333333,1,3,2
7233075,1,1,1,1,48,2,6,5,1852366.66666667,3,3,1
7233076,1,1,1,1,64,6,6,4,1e+06,1,3,1
7233077,1,1,1,1,50,6,6,3,6892500,4,3,2
7233078,1,1,1,1,47,2,6,3,1788666.66666667,3,3,2
7233079,1,1,1,1,54,1,6,3,1200000,2,3,3
7233081,1,1,1,2,53,3,6,10,23900000,4,3,2
7233110,1,1,1,2,56,3,6,3,250000,1,3,2
7233111,1,1,1,2,58,2,6,3,1300000,8,3,3
7233112,1,1,1,2,68,3,6,3,5649264,6,3,3
7233113,1,1,1,2,39,5,6,11,2638333.33333333,2,3,4
7233114,1,1,1,1,61,6,6,4,3381000,5,3,3
7233115,1,1,1,1,80,6,6,4,426666.666666667,2,3,1
7233116,1,1,1,2,31,2,6,4,2113500,4,3,3
7233117,1,1,1,2,67,3,6,4,2824097.33333333,5,3,3
7233118,1,1,1,2,56,3,6,1,5e+05,1,3,3
7233120,1,1,1,2,73,4,6,11,2633333.33333333,1,3,6
7233122,1,1,1,1,27,2,6,5,948116,4,3,2
7233123,1,1,1,2,42,4,6,3,3040083.33333333,6,3,1
7233124,1,1,1,2,26,2,6,5,1975000,3,3,1
7233125,1,1,1,1,60,6,6,11,15641666.6666667,4,3,6
7233126,1,1,1,1,61,5,6,3,9e+05,2,3,2
7233146,1,1,1,1,66,6,6,3,1800000,3,3,2
7233147,1,1,1,1,48,6,6,5,4230000,3,3,2
7233148,1,1,1,1,36,2,6,4,2223333.33333333,3,3,1
7233149,1,1,1,1,39,2,1,5,1372782.66666667,3,3,9
7233150,1,1,1,1,26,2,6,3,1028000,3,3,1
7233151,1,1,1,1,62,2,6,1,520000,2,3,1
7233152,1,1,1,1,35,2,6,4,1389666.66666667,5,3,1
7233153,1,1,1,1,34,2,6,3,1415000,5,3,1
7233154,1,1,1,1,32,2,6,6,1210000,4,3,1
7233155,1,1,1,1,49,2,6,3,595000,6,3,1
7233156,1,1,1,1,22,2,6,4,1312500,3,3,2
7233157,1,1,1,1,54,4,6,3,850000,1,3,1
7233158,1,1,1,1,35,2,6,3,1153333.33333333,4,3,1
7233159,1,1,1,1,44,6,6,1,1571666.66666667,3,3,1
7233160,1,1,1,1,34,2,6,4,2400000,5,3,2
7233161,1,1,1,1,37,2,6,3,2690666.66666667,4,3,1
7233162,1,1,1,2,56,3,6,3,350000,1,3,2
7233163,1,1,1,1,74,2,1,3,1361666.66666667,5,3,1
7233164,1,1,1,1,41,6,6,3,850000,5,3,1
7233165,1,1,1,1,29,2,6,3,1480000,5,3,2
7233166,1,1,1,2,41,4,6,1,915000,4,3,1
7233167,1,1,1,1,55,2,6,1,968333.333333333,8,3,2
7233168,1,1,1,2,43,6,6,3,1838000,4,3,2
7233169,1,1,1,1,53,2,6,1,1135000,3,3,1
7233170,1,1,1,2,66,4,6,3,1325000,3,3,2
7233171,1,1,1,2,77,3,6,3,2478116,2,3,2
7233173,1,1,1,1,64,6,6,3,8e+05,2,3,2
7233177,1,1,1,2,60,3,6,4,964000,1,3,3
7233178,1,1,1,1,51,5,6,11,6438000,1,3,4
7233193,1,1,1,2,64,3,6,4,5e+06,1,6,4
7233194,1,1,1,2,60,5,6,1,1400000,2,6,2
7233209,1,1,1,2,66,5,6,10,1658333.33333333,2,1,2
7233210,1,1,1,1,38,5,6,7,1600000,2,1,2
7233211,1,1,1,1,77,6,6,11,7583333.33333333,3,1,4
7233212,1,1,1,1,26,6,6,11,2200000,3,1,3
7233213,1,1,1,2,34,2,6,9,613333.333333333,2,1,1
7233214,1,1,1,2,28,2,6,4,450000,2,1,0
7233215,1,1,1,1,33,6,6,4,8e+05,1,1,0
7233216,1,1,1,1,24,2,6,3,230000,2,1,NA
7233217,1,1,1,2,37,2,6,3,7e+05,3,1,NA
7233218,1,1,1,2,31,2,6,3,2e+05,3,1,NA
7233219,1,1,1,1,42,2,6,4,728000,4,1,1
7233220,1,1,1,1,45,6,6,3,1345481.33333333,5,1,1
7233221,1,1,1,1,30,6,6,NA,1788333.33333333,2,1,1
7233222,1,1,1,1,51,2,6,3,870000,8,1,1
7233223,1,1,1,2,50,6,6,3,2131366.66666667,6,1,1
7233224,1,1,1,1,67,2,6,3,1065833.33333333,4,1,1
7233225,1,1,1,2,73,3,6,3,425000,2,1,1
7233226,1,1,1,1,65,2,6,1,753333.333333333,2,1,1
7233227,1,1,1,1,22,2,1,4,925000,4,1,1
7233228,1,1,1,1,38,2,6,3,507500,4,1,1
7233229,1,1,1,1,53,4,6,3,7e+05,1,1,1
7233230,1,1,1,1,70,6,6,5,319833.333333333,1,1,1
7233231,1,1,1,2,72,3,5,1,114166.666666667,1,1,1
7233232,1,1,1,1,54,4,5,3,340000,1,1,1
7233233,1,1,1,2,36,4,5,5,500500,3,1,1
7233234,1,1,1,1,42,2,5,5,2573000,6,1,1
7233238,1,1,1,2,57,3,6,11,1261666.66666667,1,1,1
7233239,1,1,1,1,65,2,6,5,1730000,4,1,1
7233240,1,1,1,1,48,2,6,3,1740833.33333333,5,1,1
7233241,1,1,1,2,56,4,6,3,2668333.33333333,5,1,1
7233242,1,1,1,2,58,4,6,5,472500,3,1,1
7233243,1,1,1,1,32,2,6,11,1311666.66666667,4,1,1
7233244,1,1,1,1,38,2,6,5,1284100,5,1,1
7233245,1,1,1,1,25,2,6,5,2104000,2,1,1
7233246,1,1,1,2,30,4,6,7,750000,3,1,1
7233247,1,1,1,1,46,2,6,5,1329833.33333333,4,1,1
7233248,1,1,1,2,54,2,6,3,950000,2,1,1
7233249,1,1,1,1,61,4,6,5,384166.666666667,3,1,1
7233250,1,1,1,1,52,2,6,5,2070000,5,1,1
7233251,1,1,1,1,56,6,6,5,2535449.33333333,5,1,1
7233252,1,1,1,2,52,4,5,11,2201449.33333333,8,1,1
7233253,1,1,1,1,69,6,6,3,433333.333333333,2,1,1
7233258,1,1,1,2,73,3,6,3,1607333.33333333,5,1,1
7233259,1,1,1,2,78,3,6,1,787500,2,1,1
7233260,1,1,1,1,48,6,6,5,762500,3,1,1
7233261,1,1,1,1,54,2,1,11,1650000,7,1,1
7233263,1,1,1,1,73,6,5,11,350000,2,4,1
7233264,1,1,1,2,51,4,5,3,940000,8,4,1
7233265,1,1,1,2,30,2,5,11,2e+05,4,4,1
7233266,1,1,1,2,36,4,5,5,350000,2,4,1
7233267,1,1,1,1,23,2,5,5,45000,4,4,1
7233268,1,1,1,2,71,3,5,1,2e+05,7,4,1
7233269,1,1,1,2,28,4,5,5,307500,3,4,1
7233270,1,1,1,1,39,6,5,3,8e+05,5,4,1
7233271,1,1,1,2,43,2,5,3,387500,10,4,1
7233272,1,1,1,1,23,2,5,5,175000,5,4,1
7233273,1,1,1,2,35,2,5,4,0,4,4,1
7233274,1,1,1,2,35,2,5,3,2e+05,6,4,1
7233275,1,1,1,2,48,4,5,3,150000,4,4,1
7233276,1,1,1,2,28,4,5,7,270000,2,4,1
7233277,1,1,1,2,43,4,5,5,3e+05,4,4,1
7233278,1,1,1,1,35,2,5,5,250000,4,4,1
7233279,1,1,1,2,51,4,5,1,350000,2,4,1
7233280,1,1,1,1,29,2,5,7,495000,4,4,1
7233280,2,1,1,1,35,2,5,5,495000,4,4,1
7233281,1,1,1,1,72,4,5,1,3e+05,1,4,1
7233282,1,1,1,2,25,2,5,5,117500,6,4,1
7233283,1,1,1,2,34,4,5,7,0,4,4,1
7233284,1,1,1,2,44,4,5,5,290500,7,4,1
7233285,1,1,1,1,57,2,5,1,622500,9,4,8
7233286,1,1,1,1,38,2,5,5,812500,3,4,8
7233287,1,1,1,1,60,5,5,5,150000,1,4,8
7233288,1,1,1,1,53,4,5,1,135000,4,4,8
7233289,1,1,1,1,78,3,5,3,62500,1,4,8
7233291,1,1,1,2,34,2,5,7,542500,5,4,8
7233292,1,1,1,2,48,2,5,7,1832616,5,4,8
7233293,1,1,1,2,67,5,5,3,296666.666666667,1,4,8
7233294,1,1,1,1,61,2,5,3,2157850,4,4,8
7233296,1,1,1,2,34,2,5,5,844166.666666667,5,4,8
7233297,1,1,1,2,65,6,5,5,2288116,2,4,8
7233298,1,1,1,2,28,2,5,4,651666.666666667,5,4,8
7233299,1,1,1,1,50,2,5,3,980000,4,4,8
7233300,1,1,1,2,20,2,5,4,2e+05,4,4,8
7233301,1,1,1,2,71,4,5,3,1602500,11,4,8
7233302,1,1,1,1,43,2,5,1,350000,2,4,8
7233303,1,1,1,1,54,2,5,3,437000,3,4,8
7233304,1,1,1,2,38,4,5,1,1680500,7,4,8
7233305,1,1,1,2,21,2,5,1,65000,2,4,8
7233306,1,1,1,2,18,2,5,3,126666.666666667,1,4,8
7233307,1,1,1,1,48,2,5,5,326000,2,4,8
7233308,1,1,1,2,17,1,5,5,133333.333333333,2,4,8
7233309,1,1,1,2,70,3,5,1,0,1,4,8
7233311,1,1,1,1,60,2,5,1,1585000,9,4,8
7233313,1,1,1,2,63,4,5,5,362500,3,4,8
7233315,1,1,1,1,70,2,5,10,0,2,4,8
7233316,1,1,1,1,38,2,5,7,445000,3,4,8
7233318,1,1,1,1,57,2,5,5,513333.333333333,1,4,8
7233319,1,1,1,2,43,2,5,5,2010000,2,4,8
7233336,1,1,1,2,46,2,6,3,1300000,3,9,2
7233337,1,1,1,1,54,2,6,3,2100000,2,9,1
7233342,1,1,1,1,49,4,6,4,850000,1,9,1
7233347,1,1,1,2,21,5,6,NA,1550000,1,9,2
7233348,1,1,1,2,39,4,6,11,2800000,1,9,2
7233349,1,1,1,1,30,2,1,3,195000,6,9,9
7233350,1,1,1,1,37,2,1,3,110000,4,9,9
7233351,1,1,1,1,61,4,1,1,30000,3,9,9
7233352,1,1,1,1,24,2,1,5,1400000,3,9,9
7233353,1,1,1,1,45,2,1,3,180000,2,9,NA
7233354,1,1,1,2,64,3,1,1,20000,2,9,NA
7233355,1,1,1,1,56,2,1,3,615000,7,9,NA
7233356,1,1,1,1,38,2,6,NA,3700000,5,9,2
7233357,1,1,1,2,27,4,6,5,1350000,2,9,1
7233358,1,1,1,1,49,4,6,7,1923166.66666667,3,9,2
7233359,1,1,1,2,28,5,1,9,7166666.66666667,2,9,0
7233360,1,1,1,2,60,5,1,4,14180000,7,9,3
7233361,1,1,1,1,39,2,1,NA,2533416.66666667,5,9,1
7233362,1,1,1,2,50,2,6,3,1016000,3,9,NA
7233363,1,1,1,1,43,2,1,4,850000,4,9,NA
7233364,1,1,1,2,38,2,6,4,2800000,3,9,2
7233365,1,1,1,2,25,5,6,4,1116000,1,9,1
7233366,1,1,1,1,51,2,6,7,1687500,2,9,3
7233367,1,1,1,2,21,5,6,7,1800000,1,9,3
7233368,1,1,1,2,44,5,6,5,1316000,1,9,3
7233369,1,1,1,2,25,5,6,11,2600000,1,9,2
7233370,1,1,1,2,45,5,6,11,3125000,1,9,3
7233371,1,1,1,1,55,2,6,5,5e+06,3,9,1
7233372,1,1,1,1,62,5,6,11,5e+05,1,9,3
7233373,1,1,1,2,52,5,6,5,8e+05,3,9,2
7233374,1,1,1,1,48,4,6,5,1350000,1,9,2
7233375,1,1,1,1,23,5,6,5,1562500,1,9,2
7233376,1,1,1,1,29,2,6,5,4581250,7,9,1
7233377,1,1,1,1,31,2,1,4,450000,5,9,1
7233378,1,1,1,1,47,2,1,3,150000,7,9,1
7233379,1,1,1,1,38,2,6,5,1780000,2,9,1
7233380,1,1,1,1,41,2,1,4,620000,5,9,1
7233381,1,1,1,2,36,2,1,5,1304166.66666667,2,9,1
7233383,1,1,1,1,36,2,6,9,3480000,2,9,1
7233385,1,1,1,1,23,2,1,5,1e+06,3,9,0
7233387,1,1,1,1,59,2,4,5,2900000,1,9,1
7233390,1,1,1,2,28,5,1,5,1e+06,2,9,0
7233392,1,1,1,1,45,4,6,NA,937000,2,9,1
7233393,1,1,1,2,19,5,1,4,4e+05,2,9,1
7233394,1,1,1,1,29,5,6,4,5e+05,1,9,1
7233395,1,1,1,1,30,5,1,NA,45000,1,9,1
7233396,1,1,1,1,25,5,6,5,870833.333333333,1,9,1
7233397,1,1,1,2,35,4,6,NA,375000,2,9,1
7233398,1,1,1,2,25,5,1,5,8e+05,2,9,1
7233399,1,1,1,1,41,5,6,3,1200000,1,9,1
7233400,1,1,1,1,27,5,6,7,0,1,9,1
7233401,1,1,1,1,23,5,6,7,2e+05,1,9,1
7233402,1,1,1,2,89,2,1,1,33333.3333333333,2,9,1
7233403,1,1,1,1,25,2,6,NA,1250000,1,9,1
7233404,1,1,1,2,47,5,1,3,310000,3,9,0
7233405,1,1,1,2,19,5,1,4,3e+05,1,9,0
7233406,1,1,1,2,21,5,1,NA,8e+05,1,9,1
7233407,1,1,1,1,18,5,6,4,90000,1,9,1
7233414,1,1,1,1,38,1,6,1,230000,4,9,NA
7233417,1,1,1,1,57,2,6,3,2e+05,3,9,1
7233420,1,1,1,1,41,2,6,3,580833.333333333,6,9,NA
7233421,1,1,1,1,52,6,6,3,1295000,3,9,1
7233422,1,1,1,1,28,6,6,5,882000,4,9,1
7233423,1,1,1,1,46,6,6,3,6e+05,1,9,1
7233424,1,1,1,1,64,3,6,5,1133333.33333333,3,9,1
7233426,1,1,1,1,42,2,6,4,1150000,3,9,1
7233428,1,1,1,1,48,2,6,3,350000,4,9,1
7233429,1,1,1,1,63,2,6,7,705000,3,9,1
7233430,1,1,1,1,45,2,6,3,575000,4,9,1
7233432,1,1,1,2,32,2,6,3,5e+05,5,9,1
7233433,1,1,1,1,69,2,6,3,850000,3,9,1
7233434,1,1,1,1,32,2,6,5,2338333.33333333,4,9,1
7233435,1,1,1,1,69,5,6,3,341666.666666667,1,9,1
7233436,1,1,1,2,19,2,1,3,272500,4,9,NA
7233437,1,1,1,2,49,4,6,3,430000,3,9,1
7233438,1,1,1,1,46,2,6,4,905000,4,9,1
7233439,1,1,1,1,61,2,6,3,1040000,2,9,1
7233441,1,1,1,1,40,1,6,3,50000,3,9,1
7233442,1,1,1,1,56,4,6,4,1250000,1,9,1
7233443,1,1,1,1,63,2,6,3,150000,3,9,1
7233444,1,1,1,1,54,2,6,3,750000,3,9,1
7233445,1,1,1,1,53,5,6,5,680000,1,9,1
7233446,1,1,1,1,51,2,6,3,1610000,6,9,1
7233447,1,1,1,2,63,2,1,5,4437500,6,9,1
7233448,1,1,1,1,48,2,6,3,925000,5,9,1
7233450,1,1,1,1,50,2,6,1,10000,2,9,NA
7233451,1,1,1,1,65,2,6,3,815000,7,9,1
7233452,1,1,1,2,69,3,6,3,960000,1,9,NA
7233453,1,1,1,1,30,4,6,1,7e+05,1,9,1
7233454,1,1,1,1,36,5,6,11,1029166.66666667,1,9,1
7233455,1,1,1,1,68,2,6,3,909000,4,9,1
7233456,1,1,1,1,55,2,6,3,1155000,4,9,1
7233457,1,1,1,2,63,3,6,5,2240000,2,9,1
7233458,1,1,1,1,40,2,6,5,195000,5,9,1
7233459,1,1,1,2,50,4,6,3,545000,2,9,1
7233460,1,1,1,1,38,2,6,3,590000,7,9,1
7233461,1,1,1,2,67,2,6,3,304166.666666667,2,9,1
7233462,1,1,1,2,42,4,6,5,7e+05,1,9,1
7233463,1,1,1,2,69,5,6,4,1e+05,1,9,1
7233465,1,1,1,2,87,3,6,1,1e+05,1,9,1
7233466,1,1,1,1,39,5,6,5,2021666.66666667,1,9,1
7233467,1,1,1,1,34,2,6,3,230000,5,9,1
7233468,1,1,1,2,23,5,6,5,2e+05,3,9,1
7233470,1,1,1,1,50,2,6,5,940000,6,9,1
7233472,1,1,1,1,47,2,6,5,1040000,4,9,1
7233473,1,1,1,1,55,4,6,3,3e+06,1,9,1
7233474,1,1,1,1,45,2,6,3,157500,5,9,1
7233475,1,1,1,1,36,2,6,3,717500,4,9,1
7233476,1,1,1,1,55,4,6,1,2e+05,1,9,1
7233477,1,1,1,1,39,5,6,1,175000,2,9,1
7233478,1,1,1,2,65,3,6,1,1050000,2,9,1
7233480,1,1,1,1,30,2,6,3,2e+05,4,9,1
7233481,1,1,1,1,68,4,6,3,162500,1,9,1
7233482,1,1,1,1,58,5,6,3,4e+05,1,9,NA
7233483,1,1,1,1,49,2,6,1,660000,6,9,1
7233484,1,1,1,1,51,2,6,3,1e+05,4,9,1
7233485,1,1,1,1,33,2,6,9,5523333.33333333,3,9,1
7233486,1,1,1,2,27,2,6,5,0,2,9,1
7233487,1,1,1,1,48,2,6,5,4841666.66666667,3,9,2
7233488,1,1,1,1,54,2,6,3,1e+05,2,9,1
7233489,1,1,1,1,38,2,6,4,125000,4,9,1
7233490,1,1,1,2,37,2,6,3,60000,4,9,1
7233491,1,1,1,1,27,2,6,7,2300000,4,9,1
7233492,1,1,1,1,68,2,6,3,2e+05,2,9,1
7233493,1,1,1,1,58,5,6,3,250000,1,9,1
7233494,1,1,1,2,25,4,6,3,10000,3,9,1
7233495,1,1,1,1,69,2,6,3,825000,1,9,1
7233497,1,1,1,1,30,2,6,5,840000,3,9,1
7233498,1,1,1,1,54,3,5,3,550000,1,9,1
7233499,1,1,1,1,31,6,6,12,2229400,2,9,1
7233500,1,1,1,2,61,2,6,3,7e+05,2,9,1
7233501,1,1,1,2,60,4,6,1,330000,1,9,1
7233502,1,1,1,1,50,6,6,3,1240000,3,9,1
7233503,1,1,1,1,35,2,6,3,615000,5,9,1
7233504,1,1,1,1,55,2,6,1,2e+05,3,9,1
7233505,1,1,1,1,30,6,6,5,239500,4,9,1
7233507,1,1,1,2,43,2,6,5,4e+06,4,9,1
7233508,1,1,1,1,77,4,6,3,1137000,2,9,1
7233510,1,1,1,1,53,2,6,1,1413883.33333333,3,9,1
7233511,1,1,1,1,56,6,6,11,2083333.33333333,4,9,1
7233512,1,1,1,1,21,5,6,5,58000,1,9,1
7233513,1,1,1,2,79,3,6,3,241666.666666667,1,9,1
7233515,1,1,1,2,41,2,6,4,30000,3,9,1
7233516,1,1,1,1,40,2,1,1,1e+05,4,9,NA
7233517,1,1,1,2,83,3,6,1,1366666.66666667,2,9,1
7233518,1,1,1,1,26,2,6,3,1200000,2,9,1
7233519,1,1,1,2,44,4,6,3,8e+05,1,9,1
7233520,1,1,1,2,44,2,6,3,1e+06,3,9,1
7233521,1,1,1,1,49,6,6,5,4552775.83333333,3,9,2
