"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7231941,1,1,1,1,66,2,6,3,1466666.66666667,4,1,1
7231942,1,1,1,1,39,2,6,3,912000,5,1,1
7231943,1,1,1,1,63,6,6,10,1380000,6,1,1
7231944,1,1,1,2,75,3,6,4,10183333.3333333,1,1,1
7231945,1,1,1,1,50,6,6,5,8750185,4,1,1
7231946,1,1,1,1,53,6,6,5,1200000,1,1,1
7231947,1,1,1,2,29,2,5,5,1085000,5,1,1
7231948,1,1,1,2,66,4,6,9,4374000,3,1,1
7231949,1,1,1,1,35,5,6,7,9e+05,4,1,1
7231950,1,1,1,2,54,6,6,NA,999000,4,1,1
7231951,1,1,1,1,33,6,6,5,1721016.33333333,4,1,1
7231952,1,1,1,1,40,2,6,5,551500,3,1,1
7231953,1,1,1,2,23,2,6,NA,1367500,4,1,1
7231954,1,1,1,2,29,6,6,5,883083.333333333,4,1,1
7231955,1,1,1,2,40,4,6,3,450000,3,1,1
7231956,1,1,1,1,44,2,6,4,451583.333333333,4,1,1
7231957,1,1,1,1,73,2,5,1,755000,3,1,1
7231958,1,1,1,2,62,5,1,10,1257166.66666667,2,1,1
7231959,1,1,1,1,49,6,6,3,960000,4,1,1
7231960,1,1,1,1,44,4,6,5,2e+06,1,1,1
7231961,1,1,1,2,21,2,6,4,2022000,4,1,1
7231962,1,1,1,2,69,3,6,1,1505000,6,1,1
7231963,1,1,1,1,57,2,6,3,818333.333333333,2,1,1
7231964,1,1,1,1,40,2,6,10,3277666.66666667,4,1,1
7231965,1,1,1,1,48,4,6,5,1500000,2,1,1
7231966,1,1,1,1,68,2,1,4,1007500,5,1,1
7231967,1,1,1,2,62,3,6,3,9e+05,1,1,1
7231968,1,1,1,2,39,2,6,4,320000,4,1,1
7231969,1,1,1,1,35,2,6,5,945000,6,1,1
7231970,1,1,1,2,54,2,6,3,3933171.75,8,1,1
7231970,2,1,1,1,59,2,6,3,3933171.75,8,1,1
7231971,1,1,1,2,51,4,5,4,1647500,5,1,1
7231972,1,1,1,1,25,2,6,5,922500,5,1,1
7231973,1,1,1,1,44,4,6,4,1136000,3,1,1
7231974,1,1,1,1,50,2,6,4,3180833.33333333,6,1,1
7231975,1,1,1,1,64,2,6,3,2880000,3,1,1
7231976,1,1,1,1,53,6,6,5,1195000,6,1,1
7231977,1,1,1,2,33,4,6,NA,825916.666666667,4,1,1
7231978,1,1,1,1,31,2,5,4,980000,6,1,1
7231982,1,1,1,1,59,6,6,4,2491666.66666667,5,1,2
7231983,1,1,1,2,64,3,6,1,1555000,4,1,1
7231984,1,1,1,1,27,2,6,7,645833.333333333,4,1,1
7231985,1,1,1,1,66,2,6,1,1342916.66666667,7,1,2
7231986,1,1,1,1,73,2,6,9,5200000,3,1,1
7231987,1,1,1,1,76,6,6,3,1097000,4,1,9
7231988,1,1,1,1,45,2,6,3,1927125.66666667,6,1,1
7231989,1,1,1,2,46,2,6,4,1430000,2,1,2
7231989,2,1,1,1,19,1,6,4,1430000,2,1,2
7231990,1,1,1,1,57,2,6,4,8e+05,4,1,1
7231991,1,1,1,1,54,5,6,5,1060000,1,1,1
7231992,1,1,1,2,37,6,6,8,541666.666666667,5,1,2
7231993,1,1,1,1,29,5,6,11,52583333.3333333,1,1,6
7231994,1,1,1,2,28,4,5,7,2386666.66666667,3,1,4
7231995,1,1,1,1,34,6,6,5,3016666.66666667,2,1,3
7231997,1,1,1,1,39,2,5,5,1957373.25,5,1,1
7231998,1,1,1,2,25,4,6,9,1100000,2,1,1
7231999,1,1,1,2,53,5,5,3,5e+05,3,1,1
7232000,1,1,1,2,21,5,6,9,1152380,3,1,2
7232001,1,1,1,1,44,6,6,5,1433809.25,3,1,2
7232002,1,1,1,1,44,2,6,9,178000,4,1,3
7232003,1,1,1,1,33,2,5,7,248064,4,1,2
7232004,1,1,1,1,53,6,6,13,8409166.66666667,4,1,6
7232005,1,1,1,1,58,6,5,11,8191666.66666667,4,1,6
7232006,1,1,1,2,32,6,6,11,3276166.66666667,3,1,3
7232007,1,1,1,1,48,6,6,13,14500000,3,1,6
7232008,1,1,1,1,49,6,6,11,23300000,5,1,6
7232009,1,1,1,1,74,6,6,11,8008333.33333333,4,1,6
7232010,1,1,1,1,57,6,5,13,23150000,4,1,6
7232012,1,1,1,1,47,6,6,13,19930333.3333333,5,1,6
7232013,1,1,1,2,60,6,6,5,3e+06,2,1,6
7232014,1,1,1,2,73,5,6,5,17750000,2,1,6
7232015,1,1,1,2,93,3,6,11,4968000,3,1,6
7232016,1,1,1,2,64,4,6,11,11950000,4,1,3
7232017,1,1,1,1,42,6,5,13,6500000,4,1,6
7232018,1,1,1,1,70,6,5,13,17450000,3,1,6
7232019,1,1,1,1,72,6,6,11,6e+06,4,1,6
7232020,1,1,1,1,75,6,6,13,4e+06,3,1,4
7232021,1,1,1,1,56,6,6,11,1327000,3,1,3
7232022,1,1,1,2,86,5,6,3,4412500,2,1,3
7232023,1,1,1,2,74,3,6,13,0,1,1,3
7232024,1,1,1,2,81,6,5,7,6656398.66666667,3,1,3
7232025,1,1,1,2,62,6,6,11,16416666.6666667,4,1,4
7232027,1,1,1,2,61,2,6,3,447500,4,1,9
7232028,1,1,1,2,64,2,6,3,690000,9,1,9
7232029,1,1,1,2,25,2,6,5,740000,3,1,9
7232030,1,1,1,1,47,2,5,5,627500,4,1,9
7232031,1,1,1,2,37,2,6,3,405000,6,1,0
7232032,1,1,1,2,34,2,6,3,196666.666666667,4,1,0
7232033,1,1,1,2,40,2,6,NA,260000,2,1,0
7232034,1,1,1,2,84,3,6,1,146666.666666667,2,1,1
7232035,1,1,1,1,37,5,6,11,947032,1,1,1
7232036,1,1,1,1,24,5,6,5,1300000,2,1,1
7232037,1,1,1,1,46,2,6,5,1856232,2,1,9
7232038,1,1,1,2,31,6,6,4,1145616,5,1,1
7232039,1,1,1,2,53,2,6,3,1260000,3,1,1
7232040,1,1,1,1,40,4,6,3,1080000,1,1,1
7232041,1,1,1,1,43,2,6,1,816666.666666667,5,1,1
7232042,1,1,1,1,80,3,6,5,242500,1,1,1
7232043,1,1,1,2,48,2,6,3,2e+05,2,1,1
7232044,1,1,1,1,47,2,6,3,540000,1,1,9
7232045,1,1,1,2,24,2,6,3,552500,4,1,9
7232046,1,1,1,2,50,2,6,3,310000,7,1,1
7232047,1,1,1,1,39,4,6,3,9e+05,1,1,9
7232048,1,1,1,2,49,6,6,7,1878116,4,1,1
7232049,1,1,1,2,37,2,6,5,1447500,6,1,9
7232051,1,1,1,2,37,2,6,4,562500,4,1,1
7232052,1,1,1,1,33,2,6,5,1305616,3,1,1
7232053,1,1,1,2,62,3,6,3,362500,3,1,9
7232054,1,1,1,2,62,2,6,3,390000,3,1,9
7232055,1,1,1,1,37,2,6,4,350000,1,1,0
7232056,1,1,1,2,38,2,6,4,750000,3,1,9
7232057,1,1,1,2,42,2,6,3,650000,7,1,0
7232058,1,1,1,1,30,6,6,7,2200000,4,1,1
7232059,1,1,1,2,55,6,6,4,4300000,4,1,1
7232063,1,1,1,1,26,1,6,NA,1300000,2,1,1
7232064,1,1,1,2,47,4,5,5,1325000,4,1,2
7232065,1,1,1,2,49,2,5,11,5324500,4,1,2
7232066,1,1,1,2,44,2,5,1,2500000,4,1,1
7232067,1,1,1,1,47,6,6,11,21600000,4,1,2
7232068,1,1,1,2,35,5,6,5,73500,3,1,9
7232069,1,1,1,2,36,5,5,3,398500,4,1,9
7232070,1,1,1,2,46,6,5,5,420833.333333333,3,1,1
7232071,1,1,1,2,59,2,6,4,2696500,3,1,2
7232072,1,1,1,1,29,2,6,3,450000,4,1,1
7232086,1,1,1,1,38,6,6,11,5150000,4,8,4
7232087,1,1,1,1,48,2,6,9,3e+06,2,8,4
7232088,1,1,1,1,32,6,6,11,6752666.66666667,2,8,2
7232089,1,1,1,2,29,5,6,11,2548000,2,8,2
7232090,1,1,1,2,52,4,6,4,1354500,4,1,1
7232092,1,1,1,2,20,6,6,4,1145000,4,1,2
7232093,1,1,1,1,47,2,6,5,7e+05,2,1,1
7232094,1,1,1,1,26,1,6,5,896666.666666667,3,1,1
7232095,1,1,1,1,54,2,6,5,1528500,2,1,3
7232129,1,1,1,1,23,2,6,NA,2769300,3,1,2
7232130,1,1,1,1,49,2,6,4,1741000,3,1,3
7232131,1,1,1,2,59,4,6,1,1375000,11,1,1
7232132,1,1,1,2,30,6,6,11,0,3,1,4
7232136,1,1,1,2,27,2,6,4,1171500,5,1,1
7232137,1,1,1,2,30,2,6,3,181666.666666667,7,1,1
7232138,1,1,1,1,24,5,6,3,890000,1,1,1
7232139,1,1,1,1,25,5,6,3,1e+06,1,1,1
7232140,1,1,1,2,59,2,6,3,0,2,1,8
7232141,1,1,1,1,96,4,6,1,30000,1,1,1
7232142,1,1,1,1,24,2,6,3,9e+05,4,1,1
7232143,1,1,1,2,36,2,6,5,1160000,4,1,1
7232144,1,1,1,2,61,6,6,3,1400000,3,1,1
7232145,1,1,1,2,44,2,6,7,73333.3333333333,4,1,1
7232146,1,1,1,1,34,5,6,3,2115833.33333333,3,1,1
7232147,1,1,1,1,70,2,6,1,9e+05,3,1,1
7232148,1,1,1,2,25,2,6,5,1146500,4,1,1
7232149,1,1,1,1,51,2,6,1,56333.3333333333,6,1,9
7232150,1,1,1,2,21,2,6,3,973333.333333333,3,1,1
7232151,1,1,1,1,65,5,6,3,112500,1,1,1
7232152,1,1,1,2,86,3,6,1,50000,2,1,9
7232153,1,1,1,2,37,2,6,3,1232000,4,1,1
7232155,1,1,1,1,39,2,6,3,1e+06,1,1,1
7232156,1,1,1,2,40,6,6,3,1252000,4,1,1
7232157,1,1,1,1,26,4,6,5,50000,1,1,9
7232158,1,1,1,2,42,2,6,1,1e+06,2,1,1
7232159,1,1,1,2,24,2,6,4,287333.333333333,4,1,1
7232160,1,1,1,2,43,2,6,3,1e+05,2,1,9
7232161,1,1,1,2,75,2,6,1,240000,4,1,1
7232162,1,1,1,2,48,4,6,1,7e+05,2,1,9
7232163,1,1,1,2,49,4,6,1,60000,2,1,1
7232164,1,1,1,1,53,2,6,1,484166.666666667,2,1,1
7232165,1,1,1,1,93,3,6,1,80000,1,1,1
7232166,1,1,1,2,39,2,6,3,50000,2,1,0
7232237,1,1,1,1,59,6,6,1,9e+05,2,1,NA
7232238,1,1,1,1,50,5,6,4,53000,3,1,NA
7232239,1,1,1,2,32,2,6,5,1e+06,4,1,1
7232240,1,1,1,1,61,2,6,4,5410000,5,5,1
7232241,1,1,1,1,57,6,6,5,2e+06,2,5,1
7232242,1,1,1,2,51,3,6,5,3408933.33333333,5,5,3
7232246,1,1,1,2,56,5,6,3,850000,2,5,3
7232247,1,1,1,1,39,6,6,5,1267000,2,5,3
7232252,1,1,1,1,51,6,6,3,1290000,5,5,3
7232253,1,1,1,1,48,4,6,3,1030000,3,5,3
7232255,1,1,1,1,60,2,6,3,1092500,5,5,1
7232257,1,1,1,2,36,5,5,5,425000,2,5,2
7232259,1,1,1,1,57,6,6,4,3350000,3,5,2
7232260,1,1,1,2,21,5,6,NA,850000,1,5,2
7232263,1,1,1,2,83,5,6,5,4138333.33333333,5,5,3
7232264,1,1,1,1,48,2,6,3,2145000,6,5,3
7232267,1,1,1,1,24,2,6,5,2898000,3,5,4
7232268,1,1,1,1,28,1,6,11,17683333.3333333,2,5,6
7232278,1,1,1,2,31,5,6,NA,2800000,2,5,3
7232279,1,1,1,1,38,2,6,11,5666333.33333333,2,5,2
7232282,1,1,1,2,29,2,6,NA,10500000,2,5,4
7232283,1,1,1,2,38,5,6,11,4800000,2,5,4
7232284,1,1,1,1,45,6,6,5,4349333.33333333,2,5,4
7232285,1,1,1,1,29,1,6,7,8083333.33333333,2,5,3
7232286,1,1,1,1,45,4,6,3,1933333.33333333,1,5,3
7232325,1,1,1,2,41,5,6,7,4300000,2,5,4
7232354,1,1,1,1,48,6,6,3,3700000,2,5,3
7232355,1,1,1,2,51,6,6,13,22750000,4,5,6
7232356,1,1,1,1,53,6,6,11,18774084.6666667,4,5,6
7232357,1,1,1,2,48,4,6,5,1651725,2,5,3
7232359,1,1,1,1,56,4,6,6,1900000,1,5,3
7232360,1,1,1,2,36,5,6,9,3897666.66666667,3,5,3
7232364,1,1,1,2,34,5,6,7,1350000,1,5,4
7232366,1,1,1,2,54,4,6,11,4300000,1,5,3
7232367,1,1,1,2,75,5,6,11,2699166.66666667,1,5,4
7232368,1,1,1,2,25,5,6,11,1033949.33333333,2,5,4
7232369,1,1,1,2,21,1,6,5,540000,3,5,0
7232370,1,1,1,2,74,4,6,13,4e+06,1,5,4
7232372,1,1,1,2,39,6,6,11,3979166.66666667,3,5,4
7232373,1,1,1,1,57,6,6,9,6600000,4,5,4
7232374,1,1,1,2,60,5,6,13,3500000,2,5,4
7232375,1,1,1,1,49,2,6,11,10500000,3,5,4
7232376,1,1,1,1,72,6,6,9,16818000,4,5,4
7232377,1,1,1,2,59,4,6,4,4720200,4,5,3
7232378,1,1,1,2,72,3,6,11,6533333.33333333,1,5,4
7232379,1,1,1,1,40,6,6,13,18409416.6666667,4,5,3
7232381,1,1,1,2,29,5,6,5,590000,1,5,2
7232383,1,1,1,1,56,4,6,7,850000,1,5,2
7232384,1,1,1,1,39,2,6,5,2900000,5,5,3
7232385,1,1,1,2,51,5,6,11,4700000,2,5,6
7232387,1,1,1,1,48,6,6,12,16600000,4,5,6
7232388,1,1,1,1,27,5,6,5,337500,1,5,2
7232407,1,1,1,1,58,5,6,7,1100000,1,5,2
7232408,1,1,1,2,74,5,6,3,1050000,1,5,2
7232410,1,1,1,2,49,3,6,11,3950000,3,5,3
7232411,1,1,1,1,29,5,6,9,1280000,1,5,3
7232413,1,1,1,1,37,6,6,4,4564000,4,5,3
7232415,1,1,1,1,56,6,6,7,2500000,3,5,6
7232416,1,1,1,2,42,6,6,13,23375000,4,5,6
7232439,1,1,1,1,68,6,6,4,3247125.66666667,2,3,2
7232441,1,1,1,1,81,6,6,3,1921000,3,3,1
7232442,1,1,1,1,45,2,6,7,2925666.66666667,3,3,1
7232443,1,1,1,2,63,3,6,3,3751500,6,3,1
7232444,1,1,1,1,46,6,6,3,2065000,3,3,1
7232445,1,1,1,1,57,2,6,3,2100000,2,3,1
7232446,1,1,1,1,42,6,6,3,2130000,5,3,1
7232447,1,1,1,1,47,2,6,3,1277000,4,3,1
7232448,1,1,1,2,58,3,6,3,1800000,2,3,1
7232449,1,1,1,1,37,2,6,1,1220000,8,3,1
7232450,1,1,1,2,58,2,6,3,1226000,3,3,1
7232451,1,1,1,2,59,4,6,3,1302500,4,3,1
7232453,1,1,1,1,42,6,6,12,3987500,3,3,3
7232454,1,1,1,1,39,6,6,11,575000,5,3,3
7232455,1,1,1,1,42,6,6,11,11041666.6666667,4,3,3
7232456,1,1,1,2,52,4,6,11,7614116,4,3,3
7232457,1,1,1,2,51,4,6,3,1908732,5,3,2
7232458,1,1,1,2,46,4,6,11,6366814.66666667,3,3,4
7232459,1,1,1,1,54,6,6,5,27500000,3,3,4
7232461,1,1,1,1,48,6,6,13,14833333.3333333,4,3,4
7232463,1,1,1,1,76,6,6,5,2962500,2,3,3
7232464,1,1,1,1,30,6,6,9,2964666.66666667,5,3,3
7232467,1,1,1,2,52,2,6,5,6075000,2,3,3
7232468,1,1,1,1,62,6,6,11,5583333.33333333,2,3,3
7232469,1,1,1,2,43,2,6,11,4e+06,3,3,3
7232470,1,1,1,1,40,6,6,9,11733333.3333333,5,3,3
7232471,1,1,1,1,30,2,6,11,2933333.33333333,4,3,2
7232472,1,1,1,1,46,6,6,11,1500000,2,3,3
7232473,1,1,1,2,70,3,6,11,2200000,1,3,4
7232474,1,1,1,2,44,4,6,11,1366666.66666667,4,3,3
7232475,1,1,1,1,37,6,6,11,9033333.33333333,4,3,4
7232476,1,1,1,1,42,6,6,11,2841666.66666667,2,3,3
7232478,1,1,1,1,74,6,6,9,5600000,2,3,4
7232484,1,1,1,2,22,5,6,5,420000,1,2,2
7232485,1,1,1,1,49,4,6,3,1795000,2,2,2
7232487,1,1,1,1,51,2,6,3,1001500,5,2,2
7232488,1,1,1,1,59,6,6,3,613833.333333333,4,2,1
7232491,1,1,1,2,38,5,6,5,6e+05,2,2,2
7232492,1,1,1,1,24,2,6,5,850000,3,2,2
7232493,1,1,1,1,23,5,6,1,9e+05,1,2,2
7232499,1,1,1,1,38,2,6,5,888000,3,2,2
7232514,1,1,1,1,68,4,6,1,1235000,1,2,1
7232515,1,1,1,2,65,3,6,3,2879833.33333333,6,2,2
7232516,1,1,1,1,54,3,6,3,2376666.66666667,4,2,1
7232517,1,1,1,1,50,4,6,4,1300000,1,2,1
7232518,1,1,1,2,28,2,6,5,1669666.66666667,2,2,2
7232520,1,1,1,2,72,4,6,1,440000,1,2,1
7232521,1,1,1,1,72,6,6,4,2040000,3,2,1
7232522,1,1,1,1,49,2,6,4,7e+05,3,2,1
7232524,1,1,1,2,46,2,6,3,1195000,5,2,1
7232526,1,1,1,2,40,4,6,3,1325166.66666667,4,2,2
7232527,1,1,1,1,25,6,6,5,2567000,3,2,1
7232528,1,1,1,1,68,3,6,1,460000,1,2,1
7232529,1,1,1,2,34,5,6,NA,2310000,2,2,2
7232530,1,1,1,1,60,4,6,4,1097125.66666667,1,2,2
7232531,1,1,1,2,46,2,6,7,2693583.33333333,7,2,2
7232532,1,1,1,1,61,4,6,5,2e+06,1,2,1
7232533,1,1,1,2,44,4,6,5,2580000,5,2,2
7232534,1,1,1,1,47,2,6,1,2079000,6,2,1
7232536,1,1,1,2,29,2,6,3,795000,3,2,2
7232538,1,1,1,2,55,4,6,3,2075000,3,2,2
7232540,1,1,1,1,60,6,6,3,9e+05,3,2,2
7232541,1,1,1,1,31,4,6,3,1150000,1,2,2
7232542,1,1,1,1,52,6,6,3,950000,2,2,2
7232544,1,1,1,1,36,2,6,3,720000,3,2,1
7232545,1,1,1,2,45,4,6,5,296666.666666667,2,2,1
7232547,1,1,1,2,60,6,6,1,80000,2,2,1
7232548,1,1,1,1,29,2,6,3,3e+05,2,2,1
7232549,1,1,1,1,62,2,6,3,492500,3,2,1
7232550,1,1,1,1,65,4,6,3,160000,1,2,NA
7232551,1,1,1,2,33,4,6,4,579166.666666667,3,2,1
7232552,1,1,1,1,46,2,6,3,351666.666666667,2,2,NA
7232557,1,1,1,2,20,4,6,5,2e+05,2,2,0
7232558,1,1,1,1,45,2,6,5,1190000,7,2,1
7232559,1,1,1,2,59,6,6,3,362500,3,2,1
7232562,1,1,1,2,69,3,6,3,860000,1,2,1
7232565,1,1,1,1,63,4,6,3,180000,1,2,1
7232566,1,1,1,1,49,2,6,3,420000,6,2,1
7232567,1,1,1,2,56,3,6,3,160000,1,2,1
7232569,1,1,1,2,21,1,6,5,1199833.33333333,3,2,2
7232571,1,1,1,1,47,6,6,10,2300000,2,2,1
7232572,1,1,1,2,47,2,6,1,1300000,1,2,1
7232576,1,1,1,1,48,2,6,5,980000,2,2,2
7232578,1,1,1,2,34,2,6,4,7e+05,4,2,1
7232580,1,1,1,1,53,4,6,1,1080000,1,2,1
7232581,1,1,1,1,22,2,6,3,680000,3,2,2
7232582,1,1,1,2,60,4,6,3,1292500,2,2,NA
7232583,1,1,1,1,20,5,6,5,80000,1,2,NA
7232584,1,1,1,2,37,4,6,11,4336250,2,2,NA
7232585,1,1,1,1,41,2,6,3,1e+06,2,2,NA
7232586,1,1,1,1,41,2,6,3,1070000,5,2,NA
7232587,1,1,1,1,63,4,6,3,230000,1,2,1
7232590,1,1,1,1,41,2,6,3,1169666.66666667,3,2,1
7232597,1,1,1,1,80,3,6,3,1216666.66666667,1,2,1
7232599,1,1,1,1,38,2,6,5,2560000,4,2,1
7232600,1,1,1,2,54,4,6,3,1200000,1,2,1
7232601,1,1,1,1,46,4,6,3,1400000,1,2,1
7232602,1,1,1,2,30,4,6,5,1650333.33333333,2,2,1
7232603,1,1,1,1,57,6,6,4,1458333.33333333,3,2,3
7232604,1,1,1,1,30,2,6,4,1284000,3,2,2
7232605,1,1,1,1,44,2,6,4,4e+05,6,2,2
7232608,1,1,1,2,77,3,6,11,4700000,3,2,3
7232609,1,1,1,2,41,4,6,5,1922500,3,2,2
7232610,1,1,1,2,68,3,6,3,3e+05,2,2,3
7232611,1,1,1,1,25,2,6,4,1400000,2,2,2
7232613,1,1,1,1,62,6,6,9,2e+06,2,2,3
7232614,1,1,1,1,61,6,6,13,6616666.66666667,2,2,4
7232615,1,1,1,1,60,6,6,3,4096166.66666667,4,2,2
7232630,1,1,1,2,51,4,6,5,1650000,2,7,3
7232631,1,1,1,2,58,3,6,3,641666.666666667,2,7,3
7232633,1,1,1,1,52,6,6,11,2359500,3,7,3
7232634,1,1,1,2,67,4,5,3,963000,3,7,1
7232635,1,1,1,2,45,4,6,5,1291666.66666667,3,7,1
7232636,1,1,1,1,36,2,5,5,873116,4,7,1
7232641,1,1,1,1,52,6,6,11,10521666.6666667,4,7,4
7232642,1,1,1,1,41,2,6,11,14450000,2,7,4
7232645,1,1,1,1,54,6,6,3,2052500,5,7,2
7232646,1,1,1,2,41,2,1,4,3587424.66666667,5,7,1
7232647,1,1,1,1,72,6,6,11,7260000,4,4,3
7232651,1,1,1,1,34,2,6,4,849166.666666667,3,4,2
7232658,1,1,1,1,31,2,6,3,1640000,3,4,1
7232669,1,1,1,2,52,5,6,4,1715000,1,4,2
7232684,1,1,1,1,59,6,6,4,1809333.33333333,2,4,1
7232702,1,1,1,2,23,1,6,7,8e+05,2,4,2
7232715,1,1,1,1,43,6,1,3,1966198.66666667,5,4,1
7232716,1,1,1,1,42,6,6,3,3683481.33333333,9,4,1
7232717,1,1,1,1,55,6,6,3,720000,3,4,1
7232718,1,1,1,2,23,1,6,5,8e+05,2,4,1
7232719,1,1,1,1,53,6,6,5,970000,5,4,1
7232720,1,1,1,2,32,6,6,13,660000,2,4,1
7232721,1,1,1,1,60,6,6,3,610000,1,4,1
7232722,1,1,1,2,23,2,6,7,1901000,2,4,1
7232723,1,1,1,2,65,5,6,1,604166.666666667,2,4,1
7232724,1,1,1,2,56,4,6,1,391666.666666667,2,4,1
7232725,1,1,1,1,60,2,6,3,250000,2,4,1
7232726,1,1,1,2,25,5,1,7,1178000,2,4,1
7232732,1,1,1,1,64,6,6,3,1082212.66666667,2,4,1
7232733,1,1,1,1,53,6,1,3,1238116,3,4,1
7232734,1,1,1,2,89,3,6,3,115000,1,4,2
7232735,1,1,1,2,75,3,6,3,1254166.66666667,4,4,2
7232737,1,1,1,2,37,4,6,4,405000,2,4,1
7232738,1,1,1,1,61,6,6,5,1462333.33333333,4,4,1
7232739,1,1,1,1,41,6,6,5,1339166.66666667,3,4,1
7232743,1,1,1,1,30,2,6,3,695000,3,4,1
7232747,1,1,1,1,46,2,1,3,2323366,5,4,1
7232749,1,1,1,2,37,5,1,1,710000,5,4,1
7232750,1,1,1,2,64,4,1,11,3300000,1,4,1
7232751,1,1,1,1,34,2,1,3,155000,3,4,1
7232752,1,1,1,2,25,2,6,5,8e+05,2,4,1
7232755,1,1,1,1,45,6,1,5,969166.666666667,4,4,1
7232756,1,1,1,1,61,5,1,3,260000,1,4,1
7232757,1,1,1,1,71,4,1,3,345000,1,4,1
7232759,1,1,1,2,53,2,1,1,450000,2,4,1
7232760,1,1,1,1,50,6,1,3,558333.333333333,2,4,1
7232761,1,1,1,1,75,6,1,3,165000,2,4,1
7232762,1,1,1,1,46,5,1,3,3200000,1,4,1
7232763,1,1,1,1,48,2,1,3,1030000,2,4,1
7232764,1,1,1,1,39,6,1,3,837916.666666667,4,4,1
7232765,1,1,1,1,61,6,1,3,483333.333333333,3,4,1
7232766,1,1,1,1,36,1,1,3,1795000,3,4,1
7232767,1,1,1,1,21,1,1,3,320000,2,4,1
7232768,1,1,1,1,61,6,1,3,6550000,6,4,1
7232769,1,1,1,1,76,6,1,3,311666.666666667,2,4,1
7232770,1,1,1,2,74,5,1,3,126666.666666667,1,4,1
7232771,1,1,1,2,57,4,6,3,629333.333333333,4,4,1
7232772,1,1,1,1,54,6,1,3,2684333.33333333,5,4,1
7232774,1,1,1,1,28,2,1,3,552500,3,4,1
7232775,1,1,1,1,45,5,1,3,5e+05,1,4,1
7232776,1,1,1,1,44,6,6,3,1200000,4,4,1
7232777,1,1,1,1,57,6,1,3,815000,7,4,1
7232778,1,1,1,2,52,5,1,3,450000,2,4,1
7232779,1,1,1,1,80,6,1,3,263333.333333333,2,4,1
7232780,1,1,1,2,36,5,1,3,672666.666666667,3,4,1
7232781,1,1,1,1,39,6,1,3,927500,5,4,1
7232783,1,1,1,1,31,6,1,8,796666.666666667,5,4,1
7232784,1,1,1,1,55,6,1,3,545000,5,4,1
7232785,1,1,1,1,64,6,1,3,1306000,4,4,1
7232786,1,1,1,1,69,6,1,1,206500,2,4,1
7232787,1,1,1,1,55,6,1,3,1906666.66666667,2,4,1
7232788,1,1,1,1,45,6,1,3,782666.666666667,4,4,1
7232789,1,1,1,1,78,6,1,3,117500,2,4,1
7232790,1,1,1,1,67,6,1,3,1325000,2,4,1
7232791,1,1,1,1,35,6,1,4,3637000,5,4,2
7232792,1,1,1,1,41,6,1,4,1668500,4,4,1
7232793,1,1,1,2,79,3,1,3,583333.333333333,1,4,1
7232794,1,1,1,1,38,6,1,3,610000,4,4,1
7232795,1,1,1,1,43,6,1,3,493500,3,4,1
7232796,1,1,1,1,43,6,1,3,1748666.66666667,6,4,1
7232797,1,1,1,1,31,2,1,3,220000,3,4,NA
7232798,1,1,1,1,34,6,1,3,725000,4,4,1
7232799,1,1,1,2,74,3,1,3,235000,1,4,1
7232800,1,1,1,1,45,6,1,3,897666.666666667,6,4,1
7232801,1,1,1,1,79,6,1,3,870000,2,4,1
7232802,1,1,1,1,44,6,1,3,1150000,3,4,1
7232803,1,1,1,2,55,4,6,3,982500,4,4,1
7232804,1,1,1,1,43,2,1,4,1843000,4,4,1
7232805,1,1,1,1,62,6,1,3,4e+05,2,4,1
7232806,1,1,1,2,53,5,1,4,1900000,6,4,1
7232807,1,1,1,1,79,6,6,3,3811333.33333333,8,4,1
7232810,1,1,1,1,34,6,6,7,6357000,4,4,3
7232831,1,1,1,2,54,5,6,10,2333333.33333333,1,4,2
7232837,1,1,1,1,79,6,6,13,8641666.66666667,3,4,5
7232838,1,1,1,1,63,6,6,3,2760000,2,4,2
7232846,1,1,1,2,42,5,6,5,850000,1,4,2
7232877,1,1,1,1,56,4,6,3,1457000,3,4,1
7232878,1,1,1,1,55,6,6,3,9e+05,3,4,1
7232879,1,1,1,1,33,6,6,NA,1200000,3,4,1
7232880,1,1,1,1,57,2,6,3,408250,5,4,1
7232881,1,1,1,1,23,5,6,5,7e+05,1,4,1
7232882,1,1,1,2,52,5,6,3,255500,2,4,9
7232883,1,1,1,1,57,6,6,3,1991919.33333333,4,4,2
7232890,1,1,1,1,92,3,6,3,180833.333333333,2,4,1
7232891,1,1,1,1,56,2,6,3,1350000,5,4,1
7232891,2,1,1,1,27,2,6,5,1350000,5,4,1
7232892,1,1,1,1,55,6,6,3,280000,2,4,1
7232894,1,1,1,2,45,5,5,5,2e+05,1,4,1
7232895,1,1,1,2,62,5,5,1,145000,2,4,1
7232896,1,1,1,2,50,5,5,11,1197211,3,4,1
7232897,1,1,1,2,16,5,6,5,7e+05,1,4,1
7232898,1,1,1,1,44,6,6,4,1600000,3,4,1
7232899,1,1,1,2,76,5,6,3,1066666.66666667,2,4,1
7232900,1,1,1,2,36,5,6,4,1052000,3,4,1
7232901,1,1,1,2,56,5,6,3,183333.333333333,2,4,1
7232901,2,1,1,2,93,3,6,1,183333.333333333,2,4,1
