"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
1,61,1,6,6,3,560000,2,3,2
1,66,6,6,10,5,5437824.33333333,6,3,2
1,68,2,6,10,3,3300000,2,3,3
1,61,2,5,10,3,2274532,5,3,2
2,48,5,6,8,NA,1405365.33333333,2,3,1
2,48,4,6,7,3,1664000,3,3,2
1,73,2,6,7,3,1210000,2,3,2
1,55,2,6,10,4,2940000,5,3,2
1,45,2,6,6,5,8e+05,4,3,2
1,54,3,6,10,3,2550000,2,3,2
2,44,4,6,10,3,340000,3,3,2
1,45,2,6,2,3,1459166.66666667,9,3,2
1,43,5,6,10,4,1459166.66666667,9,3,2
1,40,5,6,10,4,1459166.66666667,9,3,2
1,16,5,6,10,4,1459166.66666667,9,3,2
1,86,5,6,10,3,360000,1,3,2
2,69,5,6,9,3,8e+05,2,3,2
2,52,5,6,10,4,5e+05,1,3,2
1,37,2,6,8,7,1947166.66666667,4,3,2
2,32,2,6,10,5,1337333.33333333,3,3,2
2,48,4,6,9,7,25000,1,3,2
2,34,4,6,5,5,7e+05,2,3,2
2,32,2,6,10,5,845000,4,3,2
1,60,2,6,10,3,316666.666666667,2,3,2
2,56,2,6,10,3,2513366.66666667,3,3,2
1,75,6,6,10,3,1228200,3,3,2
1,34,4,6,10,NA,2812500,1,3,2
1,36,2,6,8,5,3298033.33333333,3,3,2
1,34,2,6,10,5,2867500,5,3,2
2,24,1,6,7,NA,1213700,2,3,2
1,88,6,6,6,3,361666.666666667,2,3,1
2,59,6,6,3,3,680000,2,3,1
1,59,6,6,10,3,790000,6,3,1
2,32,2,6,7,5,1026666.66666667,4,3,1
2,35,4,6,5,4,883333.333333333,3,3,1
2,24,6,6,9,5,2480000,4,3,1
1,60,6,6,8,4,3369000,3,3,2
1,49,2,6,8,3,1257500,3,3,1
1,68,6,6,10,4,2133333.33333333,6,3,1
1,78,2,6,9,3,18566666.6666667,2,3,1
1,55,2,6,8,3,10250000,3,3,2
1,34,5,6,9,5,1400000,1,3,1
1,65,4,6,10,9,8e+05,1,3,4
1,82,5,1,4,1,65833.3333333333,1,3,2
1,66,2,1,10,3,995416.666666667,2,3,NA
1,41,2,1,6,3,305000,5,3,1
1,89,6,1,0,1,206666.666666667,2,3,NA
1,64,2,1,10,3,3316866,7,3,0
2,70,3,1,5,1,99166.6666666667,1,3,1
1,40,5,1,6,1,50000,3,3,1
1,87,6,1,10,1,1716666.66666667,1,3,NA
2,33,5,1,10,5,1030000,4,3,1
2,57,5,1,10,3,4e+05,3,3,1
1,59,6,1,8,13,4780250,4,3,1
2,60,6,1,7,3,895000,3,3,1
2,40,6,1,8,9,138333.333333333,2,3,2
2,76,3,6,10,3,425166.666666667,2,3,1
1,45,1,1,5,5,2e+05,2,3,1
2,74,3,6,10,4,2624157.66666667,3,3,2
2,59,4,6,10,3,427500,3,3,2
1,72,6,6,10,3,918792.333333333,2,3,2
1,69,6,6,5,4,930467.333333333,2,3,2
2,72,4,6,4,4,828116,1,3,2
2,63,3,6,8,4,3821433.33333333,2,3,2
2,24,6,6,8,9,1197032,1,3,2
1,53,6,6,10,10,2690000,3,3,5
1,21,5,6,10,NA,1300000,2,3,5
2,78,5,6,9,5,2783333.33333333,3,3,3
2,65,6,6,8,13,4994782.66666667,2,3,3
1,40,2,6,8,11,5500000,3,3,4
2,44,6,6,9,11,9833333.33333333,2,3,4
2,63,6,6,6,4,2591283.33333333,3,3,3
1,72,6,6,10,3,1649316,4,3,3
2,52,5,6,10,10,3575000,4,3,3
1,52,6,6,10,7,11691666.6666667,3,3,3
2,49,6,6,9,5,2848316,4,3,3
2,33,4,6,10,NA,627343,2,3,3
2,75,4,6,10,3,2100341.66666667,3,3,2
2,56,4,6,10,1,0,1,3,2
2,91,3,6,7,5,8265000,2,3,4
1,93,1,6,10,5,1205524.33333333,3,3,5
2,71,6,6,9,3,8e+05,4,3,5
2,69,3,6,8,3,3066666.66666667,3,3,4
1,38,5,6,8,5,1294314.66666667,1,3,3
1,68,6,6,9,3,5522698.66666667,6,3,4
1,27,5,6,6,11,2483481.33333333,4,3,4
2,78,3,6,8,3,2228116,1,3,4
2,59,4,6,9,5,83333.3333333333,1,3,5
1,34,6,6,9,9,4213698.66666667,2,3,5
2,78,3,6,10,4,5633333.33333333,1,3,5
2,42,3,6,9,4,2273000,3,6,3
1,30,6,6,10,7,1228833.33333333,4,6,2
2,79,3,6,8,3,1528000,1,6,2
2,64,6,6,9,5,1650000,3,6,2
1,40,5,6,8,7,2416666.66666667,2,6,3
2,63,3,6,9,4,4587783.33333333,10,6,2
1,64,2,6,10,3,1663000,8,6,2
2,42,6,6,9,5,4e+05,5,6,3
1,59,6,6,9,3,1283000,4,6,3
1,45,2,6,9,3,1283000,4,6,3
2,57,6,6,9,7,3104166.66666667,4,6,3
2,30,6,6,9,5,2661333.33333333,4,6,3
2,36,5,6,6,4,0,4,6,2
2,27,2,6,5,5,1328000,3,6,2
1,28,1,6,8,9,3479333.33333333,4,6,3
2,37,5,6,9,6,1675000,4,6,3
1,34,2,6,10,5,1312624.33333333,5,6,1
1,44,4,5,10,12,4256666.66666667,5,6,1
2,55,4,5,10,5,1059616,1,6,1
1,50,5,6,0,4,1844666.66666667,1,6,1
2,55,5,5,10,3,2904033.33333333,4,6,1
1,45,2,6,7,4,1624500,5,6,1
1,56,2,5,10,5,2375166.66666667,4,6,1
1,63,5,5,9,3,1950000,1,6,1
1,37,5,4,3,3,1400000,1,6,1
2,71,5,6,10,1,697500,1,6,1
1,34,2,5,10,5,2054500,3,6,1
1,46,2,6,8,3,691666.666666667,4,6,1
2,21,1,6,5,7,550000,3,6,1
1,25,2,5,6,3,1353333.33333333,5,6,1
2,56,4,5,10,3,1003083.33333333,7,6,1
2,37,5,6,6,3,750000,3,6,1
1,67,5,6,10,5,3e+06,1,6,3
1,56,2,6,8,4,16120166.6666667,2,6,3
2,51,4,6,10,4,3148333.33333333,3,6,3
2,66,6,6,10,4,350000,2,6,3
2,61,2,5,10,4,4345000,6,6,2
1,40,6,6,8,5,2033333.33333333,4,6,3
2,46,5,6,5,NA,1563182.66666667,2,6,3
1,61,6,6,10,11,18478000,2,6,3
2,55,6,6,7,5,1500000,3,6,3
2,31,5,6,9,11,2500000,1,9,2
1,56,5,6,8,9,1300000,2,9,2
2,54,5,6,7,4,1591666.66666667,7,9,2
1,42,4,6,8,7,0,1,9,2
1,50,2,5,0,1,965000,6,9,1
1,20,5,6,7,5,4e+05,1,9,NA
2,49,4,6,10,5,988666.666666667,4,9,1
2,43,4,6,5,3,993333.333333333,2,9,1
2,25,4,6,10,7,993333.333333333,2,9,1
1,65,2,6,4,3,1e+05,3,9,2
2,78,3,6,8,3,3435833.33333333,4,9,2
2,32,4,6,6,9,828126,2,9,2
2,27,4,6,9,NA,965000,2,9,1
2,22,1,6,6,3,4e+05,4,9,2
2,35,2,6,9,4,4e+05,8,9,2
1,68,4,6,4,3,1508122.5,3,9,2
1,29,2,6,8,4,1750000,3,9,1
2,59,5,6,9,3,3125000,3,9,1
2,54,4,6,7,3,579166.666666667,2,9,2
1,33,2,6,9,5,15533333.3333333,4,9,1
2,27,4,6,7,4,367500,8,9,1
2,46,2,6,7,3,1300000,5,9,1
1,38,6,6,9,11,4e+06,5,9,1
2,32,4,6,6,11,850000,8,9,1
2,52,4,6,10,1,642500,5,9,1
1,62,6,6,8,11,4858333.33333333,2,9,0
2,57,3,6,6,3,376666.666666667,1,9,0
1,78,4,6,8,4,1e+06,1,9,1
1,33,2,6,9,5,1005000,4,9,1
1,58,6,6,10,7,93333.3333333333,2,9,1
2,29,5,5,6,4,150000,2,9,0
1,62,2,6,3,3,310000,4,9,1
2,43,6,6,9,3,110833.333333333,6,9,1
1,33,1,6,9,3,4e+05,3,9,1
2,41,4,6,9,4,25350000,2,9,1
1,40,6,6,7,5,233000,4,9,1
1,66,5,6,5,4,140000,1,9,0
2,46,4,6,9,5,425000,1,9,1
2,36,6,5,10,5,2129666.66666667,3,9,1
1,72,2,6,9,1,470000,1,9,1
1,42,2,6,5,3,145000,4,9,1
1,32,2,6,9,3,1288000,5,9,1
2,28,4,6,10,5,179166.666666667,3,9,1
1,20,2,6,5,5,4e+05,2,9,1
2,66,3,5,7,3,370833.333333333,1,9,1
2,21,2,6,3,5,8e+05,3,9,1
1,33,2,6,10,5,1266666.66666667,5,9,1
1,39,2,1,10,5,7200000,6,9,1
1,45,6,5,10,5,133333.333333333,2,9,2
2,84,3,6,10,3,150000,4,9,1
2,56,2,6,8,NA,7964583.33333333,3,9,3
2,82,3,6,7,1,1508333.33333333,2,9,2
1,49,2,6,10,5,2569000,3,9,2
2,38,2,6,10,5,850000,4,9,2
1,74,2,6,10,3,2445000,4,9,2
1,47,2,1,8,5,3930000,4,9,1
1,74,3,1,2,3,202500,1,9,1
1,55,2,1,9,3,1400000,2,9,1
1,40,6,6,10,7,4300000,5,9,2
1,67,4,1,8,3,1350000,4,9,3
2,58,4,1,6,3,486000,2,9,1
2,34,2,1,10,4,1562916.66666667,4,9,1
2,69,2,1,10,3,2163333.33333333,4,9,1
1,34,1,6,8,11,3800000,2,9,2
2,40,5,1,8,11,3600000,3,9,NA
1,41,6,1,10,11,8755198.33333333,4,9,2
1,53,3,1,10,3,2906666.66666667,4,9,1
1,69,6,1,7,3,1010000,7,9,1
1,22,2,1,6,5,1310000,3,9,NA
1,62,6,6,10,11,2050000,5,9,2
2,61,4,6,10,3,2417500,3,9,2
1,27,1,1,10,11,3e+05,3,9,9
1,58,5,6,8,5,8e+05,1,9,1
1,55,2,6,8,4,1216666.66666667,3,9,1
1,31,2,1,5,7,4e+05,3,9,1
1,42,2,5,9,4,8e+05,2,9,1
1,46,2,1,7,3,2130000,4,9,1
1,57,2,6,10,5,1450000,3,9,1
1,51,6,6,10,11,11554750,3,9,1
1,61,2,6,10,11,3600000,6,9,1
1,24,2,6,7,4,1807000,7,9,1
1,40,5,1,6,4,350000,1,9,1
1,45,2,6,8,11,6900000,3,9,1
1,44,6,6,10,9,4037833.33333333,2,9,1
2,45,5,6,8,13,4433333.33333333,1,9,1
1,36,2,1,7,5,2300000,7,9,NA
2,52,4,1,5,3,1425000,3,9,1
1,57,5,6,10,3,1920000,4,9,1
1,32,2,1,9,9,2086666.66666667,9,9,1
2,79,3,1,7,3,58333.3333333333,3,9,1
1,59,5,6,8,5,1480000,4,9,1
1,34,2,6,10,13,0,3,9,1
1,42,2,6,6,3,920000,4,9,1
1,20,5,1,5,NA,58333.3333333333,5,9,1
2,44,4,1,7,4,2660000,4,9,1
1,51,2,6,8,5,2933237.66666667,3,9,1
1,37,2,1,8,4,2181666.66666667,8,9,1
1,28,2,1,9,5,2181666.66666667,8,9,1
1,34,2,1,9,NA,1200000,5,9,1
2,48,2,6,6,3,1934166.66666667,8,9,1
1,26,2,6,5,7,1934166.66666667,8,9,1
1,37,2,1,8,11,5783333.33333333,4,9,2
2,37,2,5,5,NA,2175000,4,9,1
1,59,4,1,6,3,1e+05,2,9,1
2,52,5,1,8,5,11400000,1,9,1
2,61,4,6,10,3,1e+06,1,9,1
2,64,3,1,7,5,1990000,2,9,1
2,55,2,1,10,3,4400000,2,9,1
2,33,5,6,10,13,5091666.66666667,1,9,1
2,66,6,1,5,1,1e+05,1,9,1
1,28,2,6,8,NA,2541666.66666667,2,9,1
1,61,2,6,9,13,4133333.33333333,3,9,1
1,71,2,1,7,3,777500,9,9,1
2,20,5,1,5,4,465000,5,9,1
1,45,2,6,7,5,3900000,8,9,1
1,64,2,1,8,3,1262916.66666667,5,9,1
1,28,6,6,6,7,2020000,3,9,1
2,38,4,1,8,3,5e+05,2,9,1
2,52,4,6,6,5,858500,2,9,1
1,50,2,1,10,4,2877333.33333333,3,9,1
2,47,2,6,7,13,4400760.41666667,3,9,1
1,54,2,1,5,4,290000,5,9,0
2,54,4,5,10,11,2733333.33333333,1,9,1
1,35,2,6,7,5,4e+06,3,9,1
2,35,2,3,9,11,7716666.66666667,2,9,1
2,58,5,6,9,5,1860000,1,9,1
2,28,5,3,9,11,2550000,2,9,1
2,58,5,6,10,13,7318333.33333333,1,9,1
2,51,4,5,10,13,2616666.66666667,1,9,1
2,46,5,1,7,5,5393333.33333333,5,9,1
1,42,2,6,9,11,2692500,1,9,1
1,51,2,6,10,3,1940000,5,9,1
1,64,6,6,7,11,8713000,3,9,1
1,69,2,1,9,11,5186000,10,9,1
1,38,2,1,8,4,3e+06,7,9,1
2,63,3,1,6,3,220833.333333333,1,9,1
1,48,1,6,7,7,5e+05,2,9,1
2,42,4,6,8,5,2864000,3,9,0
2,35,4,1,5,3,3e+05,1,9,NA
2,45,4,1,7,3,2234583.33333333,7,9,1
2,31,6,1,8,NA,3795000,3,9,1
2,75,5,1,8,3,1318583.33333333,2,9,1
1,61,2,1,9,5,3736666.66666667,3,9,1
2,66,3,1,8,3,3040000,4,9,1
2,54,5,6,6,5,5200000,2,9,1
2,38,5,1,10,5,1500000,2,9,1
1,47,5,6,7,3,1200000,1,9,1
1,32,5,6,8,5,4e+05,1,9,1
1,33,2,6,10,9,915000,4,9,1
1,72,5,6,10,3,2e+05,1,9,1
1,56,6,6,8,11,8e+05,1,9,1
2,43,4,6,0,1,577500,2,9,1
1,24,1,6,6,9,1700000,2,9,1
2,68,3,6,8,1,375000,1,9,1
1,50,2,6,5,3,950000,2,9,1
2,65,6,6,9,3,3535833.33333333,5,9,1
1,44,5,6,7,3,1520000,2,9,1
1,29,2,6,8,NA,3431032,4,9,2
1,45,2,6,7,3,3083266.66666667,5,9,1
1,51,6,6,10,5,4166666.66666667,3,9,2
2,49,2,6,8,5,2920000,4,9,1
1,69,2,6,10,3,520000,2,9,1
1,39,2,6,10,3,1271666.66666667,3,9,1
2,31,5,6,10,11,1957500,3,9,2
2,51,4,6,6,3,475000,2,9,1
2,46,3,6,6,10,2746500,4,9,1
1,45,5,6,5,3,959500,1,9,1
2,19,2,6,10,7,2040000,3,9,1
2,22,5,5,9,NA,828000,1,9,1
1,37,5,6,7,1,885000,2,9,1
2,20,5,6,6,NA,930500,2,9,1
1,69,3,6,8,3,3600000,3,9,2
2,35,6,6,8,4,955000,3,9,2
1,54,6,6,6,3,557666.666666667,3,9,1
2,76,5,6,8,1,1368333.33333333,1,9,2
1,29,5,6,6,7,1028116,1,9,1
2,71,3,6,10,1,760000,1,9,1
1,23,5,6,7,7,2270365.33333333,1,9,1
1,26,1,6,10,4,1061112.66666667,2,9,1
1,44,6,1,9,4,4433109.33333333,6,9,1
1,69,2,6,9,4,4e+05,2,9,1
1,23,1,1,10,5,1262833.33333333,7,9,1
1,50,2,6,9,3,1650000,4,9,2
1,38,2,6,8,3,4e+05,1,9,1
2,39,4,6,8,7,2350000,3,9,1
1,42,6,6,7,3,663333.333333333,5,9,1
2,28,5,6,9,11,3e+06,1,9,2
1,64,3,6,4,5,1016666.66666667,1,9,2
2,27,5,6,10,11,4298000,1,9,2
2,65,6,6,9,3,3370000,2,9,1
2,69,3,6,5,3,7e+05,1,9,2
1,27,1,6,8,9,1500000,3,9,1
2,30,5,6,9,11,2e+05,1,9,1
1,47,6,6,9,11,4830000,1,9,1
1,22,5,6,9,9,550000,1,9,1
1,23,5,6,8,5,650000,1,9,1
1,22,5,6,10,7,2e+06,1,9,1
2,20,2,6,8,4,658700,3,9,1
2,36,6,6,10,4,450000,3,9,2
1,38,4,5,7,11,1e+06,1,9,2
2,39,3,6,8,NA,372500,3,9,1
2,50,4,6,7,3,680000,3,9,1
2,73,4,6,6,3,505000,1,9,1
1,47,4,6,9,3,1500000,1,9,2
2,66,3,6,8,1,150000,1,9,1
1,67,6,6,9,4,250000,3,9,2
1,26,5,6,9,13,3236666.66666667,1,9,1
1,46,2,6,9,5,4566666.66666667,2,9,2
2,69,3,6,6,3,333333.333333333,1,9,1
1,77,4,6,8,1,546666.666666667,2,9,1
1,36,6,6,8,4,7380000,4,9,2
1,39,2,6,8,3,1705000,4,9,1
2,28,6,6,10,7,958116,4,9,1
1,37,2,6,10,5,4812583.33333333,3,9,1
1,39,1,6,6,3,880000,3,9,1
1,38,2,6,8,3,4083333.33333333,5,9,1
2,22,5,6,10,NA,370000,2,9,1
1,40,4,6,9,1,376000,1,9,1
1,28,2,6,7,NA,3441333.33333333,3,9,1
2,37,6,5,8,5,771666.666666667,3,9,1
1,48,2,6,8,5,3090000,4,9,1
1,75,4,6,7,3,260000,1,9,1
2,24,2,6,7,7,580000,1,9,2
1,62,4,6,8,3,4325000,1,9,1
2,35,5,6,8,11,3716666.66666667,1,9,1
1,39,5,6,8,7,3716666.66666667,1,9,1
2,24,1,6,6,7,445000,2,9,2
1,18,5,6,8,5,702500,1,9,1
1,38,2,6,4,3,805000,3,9,1
2,46,5,6,7,7,1264000,1,9,NA
1,54,6,6,6,4,1e+06,2,9,1
1,21,5,6,8,4,8e+05,1,9,1
1,47,2,6,9,1,4651833.33333333,3,9,9
1,38,6,6,8,3,1271000,3,9,9
1,60,6,1,8,3,808083.333333333,1,9,1
1,36,2,6,8,3,1685000,4,9,1
1,34,2,6,7,3,1563333.33333333,4,9,1
2,54,2,6,7,5,475000,2,9,1
1,70,6,6,7,3,241666.666666667,2,9,1
1,53,2,6,9,13,1861666.66666667,2,9,2
1,35,6,6,8,3,840000,4,9,NA
1,50,2,6,8,3,9e+05,2,9,1
1,31,2,6,8,4,1040000,6,9,2
2,41,6,6,5,3,970000,4,9,1
1,65,2,6,10,4,5251000,2,9,1
2,36,6,6,8,4,966666.666666667,4,9,1
1,59,6,6,6,3,565000,4,9,0
1,63,2,6,8,3,450000,1,9,1
2,51,5,6,8,3,1422166.66666667,3,9,1
1,69,6,6,10,3,3e+05,1,9,1
2,49,4,6,5,1,2e+05,1,9,NA
2,61,6,6,9,3,4e+05,1,9,1
1,59,6,6,10,5,665000,6,9,1
1,39,4,6,9,3,750000,1,9,1
2,27,1,6,8,10,8e+05,3,9,1
2,76,3,6,10,3,550000,2,9,0
2,65,3,6,10,3,441666.666666667,1,9,1
1,25,6,6,7,5,1050000,4,9,1
1,70,6,6,8,3,875000,3,9,1
2,58,2,6,9,4,2197666.66666667,7,9,1
1,44,6,6,10,3,2779166.66666667,3,9,1
1,35,2,6,10,4,1467333.33333333,3,9,3
1,72,5,6,5,3,250000,1,9,1
1,55,6,6,10,3,279500,6,9,1
1,44,6,6,7,1,570000,5,9,1
1,25,1,6,6,4,1278116,3,9,0
1,34,5,6,6,11,5323333.33333333,1,9,1
1,58,2,6,8,3,350000,2,9,1
1,66,3,6,8,3,7e+05,1,9,2
2,24,5,6,8,7,1700000,1,9,NA
1,85,3,6,5,1,150000,2,9,NA
1,39,6,6,9,3,840000,6,9,1
1,54,2,6,8,3,313333.333333333,5,9,1
1,63,2,6,8,3,191666.666666667,3,9,1
1,16,5,6,8,NA,205000,1,9,1
1,35,1,6,10,5,2860282.66666667,4,9,1
1,55,4,6,8,3,320000,1,9,1
2,19,5,6,8,NA,490000,3,1,2
1,42,2,6,7,9,3657000,3,1,2
1,25,2,6,10,7,1272326,3,1,2
1,39,2,5,10,3,860000,2,1,2
2,79,4,5,10,3,2595000,2,1,2
1,50,2,6,10,5,1300000,3,1,1
2,28,4,5,10,7,229166.666666667,2,1,1
1,48,6,5,9,5,9e+05,3,1,1
2,33,2,6,7,7,2818116,4,1,1
2,27,6,6,10,8,2705250,2,1,1
1,35,2,6,10,7,2695000,4,1,3
1,75,6,6,10,7,7547583.33333333,3,1,3
2,63,5,6,10,5,3679166.66666667,3,1,3
2,72,3,6,8,3,10500000,3,1,3
2,59,4,6,9,11,5720833.33333333,1,1,3
1,31,2,5,8,5,1299416.66666667,3,1,1
1,64,4,5,10,3,2120000,3,1,1
1,65,2,6,7,4,1825000,5,1,1
1,24,1,5,8,5,4e+05,2,1,1
2,51,4,6,9,4,1367544.33333333,3,1,1
1,41,2,5,7,5,1093333.33333333,4,1,1
2,20,2,6,10,5,630000,4,1,1
2,51,2,5,10,4,630000,4,1,1
1,55,2,6,9,4,1400000,2,1,1
1,60,4,5,9,4,783333.333333333,1,1,1
1,28,2,6,7,3,230000,3,1,0
2,49,5,5,8,12,3500000,3,1,1
1,25,5,5,6,5,874916.666666667,1,1,1
2,49,2,5,8,5,2756065.33333333,5,1,1
2,65,5,5,5,4,1300000,1,1,1
2,52,2,5,7,3,612500,4,1,1
1,25,4,6,10,5,220000,1,1,1
2,32,2,5,8,4,350000,5,1,1
2,34,4,5,10,3,620000,2,1,1
2,25,6,6,9,5,2151666.66666667,5,1,1
1,41,2,5,10,7,6e+05,3,1,2
1,38,6,1,8,1,1274250,5,1,2
1,81,2,5,10,1,2672000,2,1,2
2,23,2,6,10,5,680000,2,1,2
2,32,4,1,8,5,872916.666666667,3,1,2
1,27,5,5,9,5,1514500,1,1,2
1,51,6,5,0,7,2100000,4,1,2
1,44,2,1,8,12,3867782.66666667,5,1,2
2,29,2,6,5,5,1437000,4,1,0
2,71,4,6,8,3,325000,1,1,1
1,48,6,6,9,4,980000,5,1,1
1,61,4,6,9,3,2504166.66666667,4,1,1
2,47,4,6,8,5,1565324.66666667,3,1,0
1,37,6,6,10,4,886666.666666667,5,1,1
2,72,4,6,10,1,370000,3,1,1
1,67,6,6,8,7,3301116,7,1,1
2,31,6,6,10,5,780000,2,1,1
2,27,2,6,3,4,102500,4,1,1
2,73,3,6,10,1,1241000,5,1,1
1,47,6,6,10,4,1241000,5,1,1
1,67,3,6,9,3,6e+05,1,1,0
1,70,6,1,10,3,2e+06,3,1,1
2,63,4,6,5,5,1e+06,3,1,1
1,29,2,6,7,5,1876000,5,1,2
2,70,6,6,7,3,3466959,10,1,1
2,69,4,6,9,3,688333.333333333,7,1,1
1,40,2,6,10,5,3195833.33333333,4,1,1
2,84,3,6,2,3,875000,4,1,1
1,71,2,6,9,4,2407500,4,1,1
2,47,6,6,8,5,1270000,3,1,1
2,35,2,1,10,11,4025000,5,1,1
1,51,6,6,8,5,22020000,2,1,1
2,53,3,6,10,3,1716666.66666667,4,1,1
1,44,2,6,8,5,1382500,4,1,1
2,46,5,6,8,7,8e+05,1,1,1
1,61,2,6,10,8,997000,2,1,1
1,45,6,6,8,11,9333333.33333333,4,1,2
1,53,2,6,7,5,2878333.33333333,6,1,1
1,36,6,5,9,11,4648333.33333333,4,1,1
1,48,2,6,9,3,4533333.33333333,4,1,2
1,44,6,6,0,4,0,4,1,1
1,34,6,6,10,11,12400000,5,1,2
2,70,3,6,9,5,2642666.66666667,1,1,2
1,35,2,6,9,5,1355000,7,1,1
1,58,6,6,10,5,6827481.33333333,6,1,2
2,41,2,6,8,5,1635833.33333333,4,1,2
2,45,5,6,7,13,3225000,4,1,2
1,46,2,6,9,12,6659449.33333333,3,1,2
1,89,6,6,5,1,914166.666666667,4,1,1
1,26,5,6,6,5,1012500,5,1,0
2,22,4,6,5,3,921833.333333333,4,1,9
1,29,2,6,8,7,583000,6,1,1
1,48,6,6,0,3,780000,4,1,1
1,35,2,5,9,3,570000,2,1,1
1,22,2,6,7,4,5e+05,5,1,1
2,35,4,6,9,5,463333.333333333,3,1,1
2,34,2,6,10,3,910000,6,1,1
1,36,4,6,10,7,9e+05,1,1,1
2,62,3,6,8,1,508333.333333333,2,1,1
1,71,6,1,10,3,4e+05,2,1,2
1,74,2,6,10,3,1015000,5,1,1
1,77,2,6,8,3,14180000,4,1,2
2,50,4,6,8,3,1418333.33333333,8,1,1
2,25,2,6,9,7,7e+05,3,1,2
2,74,6,1,8,1,1441666.66666667,6,1,1
1,56,2,6,5,5,680000,1,1,1
1,58,4,6,8,3,5e+05,1,1,1
2,55,5,6,8,1,104166.666666667,1,1,2
1,46,5,6,3,1,58333.3333333333,1,1,1
2,61,6,6,6,3,540000,3,1,1
1,28,6,6,5,5,1200000,7,1,1
1,48,6,6,9,3,1018333.33333333,9,1,1
1,40,2,6,8,5,105000,3,1,1
2,68,5,6,7,1,225000,2,1,1
1,49,2,6,5,4,630000,4,1,1
1,41,5,6,7,4,1625833.33333333,2,1,1
1,71,2,6,9,1,365000,4,1,1
1,53,5,6,8,4,350000,2,1,1
2,75,3,6,10,1,150000,1,1,1
1,61,6,6,8,4,1697500,6,1,1
2,50,2,6,10,3,807083.333333333,10,1,1
1,44,2,6,3,3,195000,3,1,1
1,49,5,6,7,3,270000,1,1,1
2,65,4,6,6,3,222500,2,1,1
2,50,4,6,10,3,590000,5,1,1
1,38,2,6,9,3,850666.666666667,8,1,1
1,47,4,6,6,1,510000,3,1,1
1,23,5,6,8,3,322500,4,1,1
2,62,3,6,5,1,130000,2,1,1
2,50,4,6,10,4,1628000,3,1,1
1,60,6,6,0,3,1774166.66666667,5,1,2
1,56,2,1,10,4,4255397.33333333,6,1,2
1,42,6,6,10,3,1720250,4,1,2
1,38,1,5,10,7,6050532,4,1,2
1,27,6,6,8,11,0,2,1,2
1,27,2,6,6,4,345000,3,1,1
2,68,6,6,10,4,6163000,4,1,3
1,51,6,6,8,5,1225000,5,1,2
2,46,6,6,5,7,1798000,3,1,3
1,79,6,6,10,3,2859166.66666667,6,1,3
2,39,4,6,9,NA,0,3,1,2
1,67,6,6,10,3,1200000,5,1,3
2,52,6,6,7,4,1300000,4,1,1
1,42,6,6,5,4,1258333.33333333,6,1,2
1,58,6,6,7,3,6e+05,2,1,2
1,51,6,6,7,5,1750000,2,1,2
2,34,2,5,2,5,722333.333333333,4,1,3
1,33,6,6,10,9,2400000,2,1,3
1,19,5,6,10,NA,0,2,1,3
1,20,1,6,9,5,2398000,3,1,2
2,58,5,6,10,3,533333.333333333,2,1,3
2,67,3,6,10,3,5e+05,1,1,3
1,45,6,6,10,7,964333.333333333,5,1,3
2,38,4,6,10,11,1021666.66666667,3,1,2
1,58,6,6,9,10,33333.3333333333,5,1,3
1,49,6,6,10,5,3827148,3,1,2
2,44,5,6,10,9,1670000,4,1,2
1,49,5,6,9,11,4705000,2,1,2
1,29,2,6,10,7,3445000,3,1,2
1,26,1,6,10,5,0,2,1,2
2,37,2,6,10,7,2581666.66666667,5,1,2
1,31,5,1,10,5,0,2,1,3
2,32,4,6,8,5,1660000,3,1,2
2,40,6,6,7,13,7075000,3,1,1
1,79,2,6,10,4,5100000,4,1,1
2,56,3,6,8,3,0,4,1,2
2,27,5,6,7,11,1550000,1,1,2
1,37,6,6,10,10,15791666.6666667,4,1,2
1,48,2,6,9,3,2353666.66666667,6,1,1
2,26,4,6,5,3,826666.666666667,5,1,1
1,60,2,6,8,3,11300000,3,1,2
2,48,2,5,10,3,350000,2,1,1
2,42,4,6,6,4,360000,2,1,2
2,35,5,5,6,5,383000,3,1,1
1,50,2,6,9,3,590000,5,1,1
2,19,2,6,10,4,1184166.66666667,5,1,2
1,56,2,5,7,5,466666.666666667,2,1,2
1,56,2,5,9,5,8e+05,3,1,1
1,74,3,5,8,3,3206500,8,1,2
2,82,3,6,9,3,775000,1,1,2
2,66,3,6,3,3,1705000,6,1,2
2,56,4,6,9,4,650000,2,1,2
2,92,5,5,7,1,1975833.33333333,3,1,2
2,50,2,6,9,7,1373333.33333333,2,1,2
2,40,2,6,5,7,2060000,5,1,2
2,21,2,6,8,7,2060000,5,1,2
1,25,5,5,6,NA,0,1,1,NA
1,42,1,5,10,3,1740000,3,1,1
1,33,2,5,8,5,848333.333333333,4,1,0
2,40,2,6,5,5,655000,6,1,1
2,23,4,6,8,NA,820000,1,1,0
2,61,5,6,8,7,1848666.66666667,3,1,2
2,18,5,5,5,5,8e+05,2,1,1
2,54,4,6,10,11,2942500,4,1,2
2,67,4,6,8,1,1e+06,1,1,2
2,42,3,5,9,5,1182500,4,1,1
2,44,2,6,8,3,890000,6,1,1
2,49,4,5,7,4,1050000,5,1,1
