"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
1,57,2,5,9,3,1690000,4,1,1
1,47,6,6,8,5,1565000,5,1,1
2,42,4,5,9,3,680000,5,1,9
1,50,6,6,8,1,615000,5,1,1
2,30,6,6,10,7,2729666.66666667,6,1,1
1,33,2,6,8,4,2484583.33333333,4,1,8
1,37,2,6,10,4,677000,5,1,1
1,73,2,5,8,3,420000,3,1,1
1,71,6,5,10,1,191666.666666667,2,1,1
2,68,4,6,10,1,383333.333333333,2,1,NA
1,26,2,6,9,3,7e+05,3,1,1
1,32,2,6,7,NA,2245000,4,1,1
1,45,6,6,10,11,5603333.33333333,3,1,1
1,67,2,6,8,5,685000,9,1,1
2,56,4,6,9,3,660000,4,1,1
1,48,2,6,7,3,907500,3,1,2
1,55,2,6,10,1,433000,9,1,1
2,39,1,6,10,5,6e+05,4,1,1
2,60,4,6,10,1,202500,3,1,1
1,45,2,6,5,5,155000,4,1,1
1,49,2,6,10,1,965000,4,1,1
1,29,2,6,10,3,2402500,6,1,8
1,40,2,6,10,3,575000,6,1,NA
2,47,4,6,8,4,37500,1,1,1
2,42,2,6,9,3,762500,6,1,1
1,26,2,6,8,4,5e+05,2,1,1
1,40,6,5,8,NA,1636666.66666667,4,1,1
1,28,5,6,10,9,2500000,1,5,3
2,39,2,6,8,3,770000,6,3,1
1,43,2,6,8,3,1270833.33333333,4,3,1
1,40,4,6,7,7,8e+05,1,3,1
1,56,4,6,8,3,2734166.66666667,5,2,2
1,63,3,6,7,3,2050000,1,2,3
2,43,6,6,7,9,3850000,3,2,2
2,53,4,5,10,3,1583333.33333333,1,4,0
2,40,4,5,9,3,1908282.66666667,5,4,1
1,43,2,5,4,4,1151666.66666667,4,4,1
2,37,4,5,8,5,1279000,5,4,1
1,30,2,5,10,5,570000,3,4,1
2,64,4,5,6,3,2281750,5,4,1
1,41,6,6,9,13,12850000,4,3,4
1,36,5,6,5,3,550000,2,3,1
2,34,5,6,6,4,1586666.66666667,5,3,1
2,60,4,6,10,5,2766666.66666667,1,3,4
1,73,6,6,10,11,14313666.6666667,3,3,6
1,51,6,6,9,13,11100000,5,3,5
2,39,5,6,10,NA,8e+06,3,3,3
1,78,6,6,10,3,2e+06,2,3,3
2,62,4,6,9,3,1138333.33333333,3,3,1
1,67,2,6,10,4,4460000,6,3,4
1,50,2,6,9,4,2928116,3,3,3
1,47,5,6,8,11,1500000,1,3,5
1,41,4,6,7,11,6384000,2,3,3
1,28,5,6,9,5,1763333.33333333,1,3,2
2,32,2,6,10,NA,2812666.66666667,3,3,4
1,38,6,6,8,7,12600000,3,3,6
1,57,6,6,10,3,2414125.66666667,2,3,2
2,82,3,6,10,1,1063792.33333333,1,3,3
1,60,6,5,6,3,425000,2,3,NA
2,22,4,6,10,3,384166.666666667,2,3,1
2,39,4,6,7,3,360000,4,3,1
2,65,3,6,8,7,1927125.66666667,1,3,3
2,51,4,6,10,3,533333.333333333,1,3,3
1,57,2,6,10,3,875000,6,3,1
1,42,6,6,10,3,1810000,3,3,1
1,50,6,6,9,3,2117000,4,3,1
1,53,2,6,9,3,1440000,4,3,1
1,18,1,6,7,NA,1100000,2,3,1
1,56,2,6,8,1,1075500,4,3,1
2,72,3,6,7,3,1776666.66666667,3,3,1
1,61,2,6,7,3,730000,4,3,1
1,54,2,6,7,3,7e+05,3,3,1
1,51,2,6,9,1,7e+05,3,3,1
1,38,2,6,10,1,1430000,2,3,2
1,54,2,6,10,11,6134532,6,3,3
1,71,3,6,9,4,1550000,1,3,3
1,29,2,6,5,5,850000,6,3,1
2,72,3,6,9,7,4750000,1,6,5
1,64,5,6,8,4,0,1,6,3
2,82,3,6,9,3,3100000,1,6,4
2,62,4,6,10,3,322500,4,6,2
1,55,1,6,10,3,923000,2,6,3
2,38,5,6,10,5,1262500,4,6,2
1,50,5,6,10,3,828113,1,6,1
1,73,6,6,9,3,2402833.33333333,4,6,8
2,72,3,6,8,5,2e+05,1,6,1
1,43,2,6,8,3,1040000,2,6,1
1,38,2,6,8,4,2425000,3,6,5
1,34,6,6,10,3,1785881,4,6,2
1,54,2,6,8,4,2073666.66666667,5,6,2
1,81,6,6,10,4,1866666.66666667,2,6,2
2,58,5,6,8,7,2e+06,1,6,2
1,38,2,6,7,4,2274166.66666667,4,6,2
2,52,5,6,9,3,750000,1,6,1
2,63,5,6,10,3,666666.666666667,6,6,2
2,47,5,6,10,3,564000,3,6,1
2,41,6,6,10,3,895833.333333333,3,6,2
2,33,4,6,6,9,902500,3,6,9
1,50,6,6,10,5,4103200,6,6,3
2,53,5,6,9,3,1541666.66666667,2,6,3
2,42,3,6,7,4,610500,7,6,2
2,70,3,6,10,3,1200000,1,6,1
1,73,6,6,10,3,1e+06,3,1,1
1,28,2,6,6,5,1300000,4,1,1
1,48,2,6,10,5,1300000,4,1,1
1,71,6,6,10,3,750000,2,1,2
1,45,6,6,7,9,2882500,5,1,2
1,50,2,6,10,11,2058333.33333333,4,1,2
1,65,2,6,6,7,1493583.33333333,5,1,1
2,39,5,6,5,5,2063333.33333333,3,1,1
1,42,6,6,8,5,1923583.33333333,4,1,3
2,44,1,6,7,7,1573000,4,1,1
2,69,5,6,10,1,398333.333333333,2,1,1
1,81,6,6,10,1,1505000,2,1,1
1,58,6,6,5,3,2192000,5,1,1
2,60,5,6,10,10,1108333.33333333,1,1,3
2,34,3,6,6,3,1231000,4,1,1
1,39,6,6,9,11,13500000,2,1,4
1,73,6,6,10,7,4131250,6,1,4
2,29,5,6,8,NA,775000,1,1,2
1,39,6,6,8,11,5766666.66666667,2,1,2
1,63,6,6,8,11,6816666.66666667,3,1,2
1,49,6,6,8,11,1550000,1,1,1
2,42,5,6,8,7,7e+05,2,1,3
2,53,4,6,9,5,1767000,6,1,2
2,40,4,6,10,11,1393333.33333333,4,1,1
2,56,6,6,7,3,692500,3,1,1
1,63,4,6,8,3,680000,1,1,1
1,29,2,6,8,5,950000,3,1,1
2,58,2,6,7,4,5e+05,2,1,1
1,78,6,6,8,1,704166.666666667,3,1,1
1,43,2,6,8,1,929166.666666667,5,1,0
1,77,6,6,8,1,303333.333333333,2,1,1
1,40,2,6,8,3,780000,5,1,1
2,32,2,6,8,4,985000,4,1,1
1,68,2,6,8,1,583333.333333333,3,1,1
1,28,2,6,8,4,1270000,5,1,1
1,70,2,6,8,3,257666.666666667,5,1,1
2,51,2,6,8,3,2e+05,2,1,1
1,38,6,6,7,4,567500,5,1,1
2,46,4,6,8,4,558333.333333333,1,1,1
2,65,2,6,7,1,1220500,8,1,1
2,44,6,6,8,7,1050000,4,1,1
2,76,3,6,4,3,512500,1,1,1
1,39,6,6,8,5,15500000,2,1,1
2,58,2,6,8,5,641666.666666667,1,1,1
2,61,4,5,10,5,391666.666666667,2,4,1
1,33,2,5,10,10,0,5,4,1
2,65,3,5,8,5,195833.333333333,7,4,1
2,46,4,5,5,5,1e+06,1,4,1
2,22,2,5,8,5,1210000,3,4,1
1,84,2,5,6,1,7e+05,3,4,1
2,54,4,5,6,5,4e+05,4,4,1
2,76,2,5,5,1,765000,3,4,1
1,26,2,5,6,5,516666.666666667,5,4,1
1,29,2,5,6,5,1400000,1,4,1
1,27,5,5,6,11,1800000,1,4,1
1,82,4,5,4,1,3e+05,2,4,1
1,57,2,5,4,4,1200000,4,4,1
1,24,2,5,7,5,4e+05,3,4,1
1,61,2,5,6,1,1257916.66666667,4,4,1
1,54,2,5,8,4,9060000,4,4,1
2,77,3,5,3,3,1223642.58333333,2,4,1
1,56,2,1,10,3,2e+05,4,9,0
1,54,4,1,10,1,250000,3,9,0
1,44,2,1,9,4,4980258.33333333,10,9,1
1,51,5,6,9,7,1300000,1,9,1
1,42,2,1,6,11,5800000,4,9,1
2,38,4,6,8,9,1800000,3,9,1
1,48,5,1,8,5,1610000,1,9,1
2,43,5,6,10,3,728333.333333333,2,9,1
1,29,6,1,9,5,2007000,4,9,1
1,49,5,6,10,5,1050000,1,9,1
2,29,2,6,9,NA,575000,3,9,1
1,54,5,5,5,5,130000,1,9,1
1,52,6,6,7,3,302500,5,9,1
2,69,5,6,8,4,1378116,3,9,2
1,77,6,1,10,3,3326666.66666667,5,9,1
2,57,5,6,10,11,5600000,2,9,1
1,28,2,6,7,5,1393166.66666667,4,9,1
1,44,6,6,10,NA,5791666.66666667,3,9,3
2,26,4,6,8,3,245000,3,9,1
1,30,2,6,10,4,250000,3,9,NA
2,31,5,6,9,4,9e+05,3,9,9
1,36,6,6,10,11,3141666.66666667,6,9,9
1,35,2,6,10,7,1500000,2,9,9
2,64,5,6,9,5,550000,1,9,9
1,58,6,6,9,4,1230000,2,9,9
1,54,5,6,9,4,1800000,1,9,8
2,25,4,6,6,3,190000,6,9,NA
1,36,2,6,9,5,2545000,4,9,8
2,42,4,6,8,3,180000,3,9,NA
2,71,4,1,7,1,180000,3,9,NA
1,49,4,1,7,1,190000,3,9,NA
1,39,2,1,7,1,150000,4,9,NA
1,50,2,6,10,3,1190000,6,9,9
1,27,2,6,10,5,1259166.66666667,4,9,9
1,22,5,6,10,7,6e+05,1,9,9
1,34,2,5,10,5,1460000,4,9,9
1,29,2,6,7,3,4e+05,3,9,1
1,47,2,6,9,3,2943000,7,1,1
1,64,6,1,9,5,2130500,7,1,1
2,51,6,6,8,5,3827181.33333333,10,1,1
2,42,6,6,9,7,1350000,3,1,1
2,43,6,6,9,5,1302450,4,1,1
2,66,3,6,8,3,1415204.66666667,5,1,1
1,60,2,6,9,5,4426000,7,1,1
1,18,2,6,8,5,1200000,4,1,1
2,74,3,6,9,11,1725000,1,1,3
1,53,2,6,10,10,1950000,4,1,1
1,22,5,6,9,9,366666.666666667,1,1,8
1,62,2,6,9,1,320000,6,1,1
1,51,4,6,10,3,5e+05,1,1,NA
1,57,6,6,8,9,2300000,2,1,2
1,52,2,6,8,4,265000,4,1,0
1,29,2,5,8,5,510000,6,1,1
1,48,2,6,9,5,2525000,3,1,1
1,44,2,5,8,4,10715000,4,1,0
1,33,2,5,7,5,1646666.66666667,5,1,1
2,58,2,5,9,1,704166.666666667,3,1,0
2,23,2,6,9,7,1173314.66666667,4,1,1
2,23,2,6,8,6,1860000,5,1,0
1,50,2,5,10,1,975000,5,1,1
2,37,2,5,9,7,1590481.33333333,5,1,1
2,49,6,6,10,5,2168333.33333333,4,1,1
1,47,6,5,9,7,1450000,8,1,1
2,46,2,5,0,7,3066016,5,1,2
1,46,2,5,7,11,2785000,4,1,2
1,26,2,6,10,4,1025000,5,1,2
1,29,1,1,6,4,1025000,5,1,2
1,31,2,1,4,4,1025000,5,1,2
1,31,2,1,5,4,1025000,5,1,2
1,45,2,6,8,3,480000,4,1,1
1,40,6,6,8,11,735500,5,1,2
1,36,2,5,7,3,480000,3,1,0
1,45,2,5,8,4,1080000,4,1,0
1,64,2,5,10,3,1010000,3,1,0
1,30,4,6,6,4,365000,1,1,NA
1,28,2,5,7,4,611666.666666667,3,1,NA
1,58,2,5,9,1,524166.666666667,3,1,NA
1,67,2,5,7,1,1660000,5,1,NA
1,29,2,1,8,1,465000,4,1,NA
1,40,2,6,5,1,541666.666666667,3,1,NA
1,46,4,5,9,3,365000,1,1,NA
1,34,4,1,7,1,3e+05,1,1,NA
1,37,4,5,7,5,360000,1,1,NA
1,60,4,5,8,1,465000,1,1,NA
1,62,4,5,7,3,658333.333333333,2,1,NA
1,38,2,1,9,11,3838333.33333333,4,1,NA
2,28,4,1,6,4,255000,3,1,NA
1,25,2,1,9,5,1795000,3,1,NA
1,74,2,1,5,1,137500,3,1,NA
2,27,4,1,7,3,129166.666666667,3,1,NA
1,22,2,1,9,3,640000,4,1,NA
2,42,4,1,6,1,495000,5,1,NA
2,44,2,1,9,1,311666.666666667,3,1,NA
2,28,4,1,7,3,226666.666666667,3,1,NA
2,37,4,1,8,3,8e+05,4,1,NA
1,57,4,1,8,3,31666.6666666667,1,1,NA
2,38,5,5,8,7,2566166.66666667,2,8,2
2,36,6,5,10,9,1832000,2,8,2
2,30,5,5,8,4,975000,3,8,1
1,73,6,3,9,3,2550000,3,8,2
1,37,6,6,9,5,3753730.66666667,3,8,9
1,49,6,6,6,7,2197000,2,8,9
1,50,4,6,10,5,1e+06,1,8,2
2,42,4,6,10,5,6e+05,1,8,2
1,67,4,6,6,3,5e+05,1,1,1
1,75,2,6,8,10,7350000,2,5,4
2,57,5,6,7,4,1820000,2,5,3
1,42,2,6,5,3,1700000,3,5,2
2,28,4,6,10,3,850000,2,5,2
1,48,5,6,9,11,5200000,2,5,3
1,47,4,6,8,11,7200000,1,5,4
1,33,2,6,10,4,3482000,3,5,4
1,30,2,6,9,NA,5625000,3,5,4
1,49,2,6,6,11,1030666.66666667,2,5,3
2,39,5,6,10,13,1.5e+07,1,5,5
1,67,5,6,9,1,2e+05,1,2,0
1,25,2,6,6,5,3e+05,3,2,1
1,63,2,6,5,3,776666.666666667,5,2,1
1,20,2,6,8,4,1100000,3,2,1
1,43,2,6,9,4,1483333.33333333,3,2,1
1,41,2,6,9,5,1850000,2,2,1
2,70,3,6,9,3,745833.333333333,2,2,1
1,82,2,6,7,3,683333.333333333,2,2,1
1,24,2,6,8,4,1680000,3,2,1
1,80,6,6,9,3,1054000,2,2,1
1,49,6,6,8,5,1462333.33333333,4,2,1
2,38,5,6,7,3,270000,1,2,NA
1,37,6,6,9,NA,2750000,4,2,1
1,65,4,6,9,5,675000,1,2,1
1,88,3,6,7,3,195833.333333333,1,2,1
1,62,6,6,6,3,587500,2,2,1
2,57,5,6,5,3,225000,2,3,1
2,34,5,6,3,5,60000,3,3,1
2,72,3,6,9,3,2569666.66666667,4,3,5
2,46,4,6,4,3,460000,4,3,1
2,49,4,6,9,5,2590000,7,3,1
1,28,5,6,7,5,1100000,1,3,1
2,61,4,6,10,11,3250000,1,3,5
2,35,6,6,8,NA,3800000,5,3,3
2,59,2,6,8,5,4600000,3,3,3
2,58,6,6,8,7,6247000,2,3,4
1,60,2,6,9,3,1e+06,4,3,3
1,63,2,1,9,3,882500,5,3,0
1,32,2,6,10,5,9e+05,4,3,2
1,30,2,6,9,3,3155750,3,3,2
1,50,4,6,10,7,1390000,1,3,2
2,55,6,6,10,1,1492333.33333333,1,3,1
2,56,4,6,7,3,2341666.66666667,8,3,2
1,38,2,6,9,3,1791666.66666667,5,3,1
1,52,2,6,9,1,550000,2,3,1
1,70,2,6,9,4,1619583.33333333,5,3,0
2,65,3,6,9,4,3491666.66666667,1,3,3
1,45,5,6,8,13,5216666.66666667,1,3,3
2,47,4,6,10,3,1118916.66666667,3,3,2
1,36,2,6,9,3,2581616,2,3,1
1,67,4,6,9,3,466666.666666667,2,3,1
2,50,2,1,10,7,3455833.33333333,3,3,2
1,28,6,6,10,3,763333.333333333,3,3,2
2,51,4,6,10,3,1409500,5,6,1
1,66,4,6,7,1,550000,2,6,1
1,79,4,6,7,1,472500,1,6,1
1,41,2,6,7,3,487000,4,6,1
1,48,4,6,6,3,3e+05,1,6,1
2,36,4,6,7,3,409000,4,6,1
2,71,4,6,7,1,91666.6666666667,1,6,1
1,28,2,6,8,4,1308500,3,6,1
1,32,4,6,7,3,4e+05,4,6,1
1,41,2,6,10,3,1058666.66666667,5,6,1
1,68,6,6,7,1,760000,2,6,1
1,21,2,6,8,5,1200000,3,6,1
1,61,4,6,7,3,7e+05,1,6,1
2,59,4,6,8,6,1570000,1,6,2
1,50,2,6,7,4,650000,1,6,1
1,25,5,6,9,4,828116,1,6,1
1,61,2,6,8,3,420000,2,6,1
2,44,4,6,5,7,1300000,4,6,1
1,29,2,6,6,3,1050333.33333333,4,6,1
1,45,2,6,6,3,427000,4,6,1
1,71,6,6,9,1,420000,2,6,1
1,39,2,6,7,3,1392166.66666667,4,6,1
2,55,5,6,10,3,60000,1,6,1
2,33,5,6,8,5,372000,2,6,1
1,57,2,6,9,3,825500,4,6,1
1,49,2,6,6,3,350000,5,6,1
2,58,4,6,7,3,421000,4,6,1
2,24,4,6,10,3,120500,3,6,1
1,36,2,6,7,3,486000,4,6,1
2,40,4,6,6,4,776500,7,6,1
1,86,5,6,8,3,260000,1,6,1
2,24,4,6,9,4,572000,2,6,1
2,32,4,6,7,3,331000,3,6,1
1,47,4,6,6,5,2334000,1,6,1
1,36,2,6,9,3,1877666.66666667,8,6,1
1,82,4,6,7,3,950000,1,6,1
1,42,2,6,7,1,540000,4,6,1
1,32,2,6,9,3,220333.333333333,4,6,1
1,70,2,6,6,1,460000,2,6,1
1,33,6,6,7,3,705500,5,6,1
1,30,2,6,10,3,1284000,4,6,1
1,49,2,6,7,5,2440333.33333333,1,6,1
1,55,6,6,6,3,950000,2,6,1
2,83,3,6,8,1,743333.333333333,2,6,1
1,49,6,6,7,3,714000,3,6,1
1,70,2,6,10,1,1225000,2,6,1
2,53,5,6,9,5,2915699.33333333,3,6,2
1,48,2,6,6,3,1166000,4,6,1
1,33,2,6,10,3,1339366,4,6,1
1,59,4,6,7,3,950000,1,6,1
1,39,2,6,10,5,408333.333333333,2,6,1
2,60,3,6,6,1,683000,3,6,1
1,22,2,6,10,3,1866666.66666667,3,6,2
1,78,3,6,5,1,201666.666666667,1,6,1
1,54,4,6,10,3,320000,1,6,1
2,28,4,6,7,3,7e+05,1,6,1
1,38,2,6,0,3,242000,5,6,1
1,44,2,6,10,3,1200000,3,6,1
2,31,3,6,7,3,756000,3,6,1
2,77,3,6,10,4,279000,2,6,1
2,35,2,6,7,3,1366000,6,6,1
1,43,2,6,9,3,839000,5,6,2
1,57,6,6,7,1,716000,4,6,1
1,31,2,6,10,3,378166.666666667,4,6,1
1,36,2,6,8,3,1076000,4,6,1
2,26,4,6,10,4,131166.666666667,2,6,1
1,23,2,6,7,3,9e+05,2,6,1
1,30,1,6,10,4,929500,3,6,1
2,38,4,6,7,3,540500,4,6,1
2,33,4,6,10,3,216166.666666667,3,6,1
1,47,2,6,7,3,9e+05,2,6,1
2,80,3,6,6,3,57916.6666666667,1,6,1
1,39,2,6,8,3,880000,4,6,1
1,36,2,6,10,3,110000,2,6,1
1,56,4,6,7,3,750000,1,6,1
1,51,4,6,2,3,130000,1,6,1
2,60,4,6,7,3,750000,2,6,1
1,55,4,6,10,3,535000,1,6,1
1,30,2,6,8,4,1030000,4,6,1
1,46,2,6,7,3,7e+05,4,6,1
1,63,6,6,7,3,8e+05,2,6,1
1,58,6,6,6,4,760000,2,6,1
1,76,6,6,6,3,793000,3,6,1
1,39,2,6,6,3,8e+05,2,6,1
1,63,2,6,6,1,550000,3,6,1
1,48,2,6,7,3,992166.666666667,4,6,1
2,84,3,6,5,3,201666.666666667,1,6,1
1,83,5,6,4,1,160000,1,6,1
2,43,5,6,0,NA,7020833.33333333,2,1,3
1,54,6,6,10,5,4100000,4,1,3
1,62,6,6,9,11,1.6e+07,3,1,6
1,70,6,6,10,5,12845833.3333333,5,1,4
2,47,6,6,8,7,5482583.33333333,2,1,2
1,33,5,6,8,9,2566666.66666667,2,1,2
1,50,6,6,10,11,3650000,4,1,1
1,47,6,6,10,7,1927625,5,1,1
1,54,6,6,8,6,4583333.33333333,3,1,1
1,69,1,6,9,4,1275000,2,1,1
1,19,1,6,10,5,1350000,3,1,1
1,72,2,1,8,3,1441666.66666667,5,1,1
2,39,2,6,7,11,1025000,2,1,3
1,41,2,6,10,7,10813333.3333333,3,1,3
2,50,3,6,8,11,3625000,2,1,3
1,38,6,6,7,13,10658333.3333333,5,1,3
2,54,3,1,8,1,525000,4,4,NA
1,33,2,1,8,5,758333.333333333,5,4,8
1,21,2,6,10,9,851000,3,4,9
1,37,2,6,8,3,925000,2,4,0
1,59,2,5,10,3,2413398.66666667,4,4,2
2,73,3,5,10,3,1397125.66666667,1,4,2
1,57,4,6,8,3,1400000,2,4,1
1,18,2,1,8,3,1100000,3,4,8
1,25,2,1,8,3,746666.666666667,3,4,0
1,37,2,1,8,3,750000,6,4,0
1,55,2,1,7,1,801666.666666667,7,4,1
2,19,4,1,8,3,283333.333333333,3,4,1
1,68,2,5,8,3,1813333.33333333,2,4,0
1,29,2,5,10,5,1.5e+07,3,4,1
1,44,2,5,10,10,5508116,3,4,1
2,69,3,5,9,4,1008333.33333333,2,4,1
1,37,2,5,8,3,1367500,4,4,1
1,23,2,5,10,NA,750000,2,4,1
2,70,5,5,5,3,2310135.33333333,5,4,1
1,43,2,5,7,11,2359116,4,4,1
2,29,2,5,10,5,1908116,3,4,1
1,54,2,5,5,1,482500,4,4,1
1,69,6,5,6,3,273333.333333333,2,4,1
2,35,4,5,10,5,552500,2,4,1
1,74,6,5,8,1,541666.666666667,2,4,1
2,65,4,5,6,3,175000,1,4,1
1,49,2,5,6,1,122500,4,4,8
2,72,3,5,4,1,90000,1,4,8
2,18,5,5,6,4,0,2,4,8
2,58,3,5,6,1,80000,1,4,8
1,31,2,5,7,5,109000,5,4,8
1,56,5,5,6,3,90000,1,4,8
2,44,2,5,6,3,27000,4,4,8
1,69,3,5,6,3,190000,1,4,8
1,55,2,5,6,5,169000,4,4,8
1,27,2,5,6,1,150000,2,4,8
1,35,2,5,7,1,180000,2,4,8
1,47,2,5,7,3,70000,2,4,8
2,36,5,5,7,4,108500,4,4,8
2,41,5,5,6,3,190000,1,4,8
2,25,5,5,7,3,1e+05,2,4,8
1,57,2,5,7,3,240000,3,4,8
1,27,2,5,6,3,237000,6,4,8
1,48,3,5,6,3,180000,1,4,8
1,70,3,5,5,3,145000,1,4,8
1,36,2,5,8,3,0,3,4,8
2,62,4,5,7,1,408333.333333333,3,4,1
2,29,6,5,10,4,787500,5,4,1
2,70,3,6,10,1,156666.666666667,1,4,9
1,62,2,6,10,4,11383333.3333333,5,9,1
1,35,2,1,8,NA,4184666.66666667,4,9,1
1,54,6,1,6,5,820000,3,9,1
2,60,5,5,7,3,3454166.66666667,5,9,1
2,64,3,1,6,1,3082500,9,9,1
1,21,5,1,6,NA,247500,3,9,1
2,57,5,1,1,3,2e+05,4,9,1
1,51,6,6,10,13,21310833.3333333,3,9,1
1,52,2,1,8,4,3528333.33333333,9,9,1
1,39,6,6,10,NA,6955000,4,9,1
1,61,2,6,5,3,5e+06,5,9,1
1,37,6,6,8,11,4603000,2,9,1
1,44,6,1,5,3,2370000,8,9,1
1,50,2,1,6,4,2250000,6,9,1
1,44,2,1,8,9,2366666.66666667,5,9,1
2,42,4,1,6,3,5e+05,4,9,1
1,58,5,5,5,3,1292500,4,9,1
1,52,2,6,9,4,0,4,9,1
1,64,2,6,10,5,1.7e+07,1,9,1
2,21,5,6,5,3,0,3,9,1
1,25,2,6,8,10,1200000,3,9,1
2,35,2,6,10,7,0,3,9,1
1,54,2,6,10,4,240000,1,9,1
1,67,6,6,10,3,1320000,4,9,1
2,38,5,6,3,3,705000,6,9,2
1,30,2,6,6,4,4e+05,4,9,1
2,47,4,6,7,3,250000,3,9,1
1,47,2,6,8,4,1e+05,7,9,1
1,23,5,1,8,3,160000,5,9,NA
1,28,2,6,7,5,2e+05,5,9,1
1,41,2,6,8,3,1879000,8,9,1
2,34,4,6,8,5,0,5,9,NA
1,38,2,6,7,5,710000,6,9,1
2,28,5,6,9,5,45000,3,9,1
2,54,3,1,10,1,10015000,4,9,1
1,31,2,6,8,5,1545000,4,9,1
1,65,2,1,10,11,3500000,5,9,1
1,27,2,6,10,5,7e+06,4,9,1
1,34,2,6,8,5,1010000,4,9,NA
1,22,2,1,9,4,2e+05,5,9,NA
2,23,4,1,8,5,60000,3,9,NA
2,20,4,1,8,3,50000,2,9,NA
1,29,2,1,8,3,150000,5,9,NA
1,26,2,1,8,4,730000,6,9,NA
1,42,2,1,8,4,255000,7,9,NA
1,50,2,1,9,3,2e+05,5,9,NA
1,35,2,1,7,3,310000,7,9,NA
1,35,2,1,9,11,1646666.66666667,7,9,NA
2,23,4,1,9,3,50000,2,9,NA
2,16,2,1,7,1,50000,2,9,NA
1,28,2,1,9,5,3e+05,3,9,NA
1,61,2,1,7,3,550000,4,9,NA
1,44,2,1,8,1,260000,10,9,NA
1,20,2,1,8,4,265000,5,9,NA
1,33,2,1,9,3,195000,6,9,NA
1,29,2,1,9,5,230000,7,9,NA
1,27,2,1,8,3,250000,4,9,NA
1,27,2,1,9,5,250000,4,9,NA
1,44,2,1,7,5,340000,7,9,NA
1,32,2,1,8,1,150000,3,9,NA
2,22,4,6,10,4,60000,2,9,NA
2,60,4,6,7,1,255000,2,9,NA
1,47,2,6,7,5,1818333.33333333,3,9,NA
2,46,4,6,9,3,1270000,5,9,1
1,44,2,6,8,5,2550000,3,9,1
1,58,2,6,8,4,865000,8,9,NA
2,62,4,6,8,3,41666.6666666667,3,9,1
1,36,2,6,9,5,1241666.66666667,4,9,1
1,35,2,6,8,7,6e+05,4,9,1
1,32,2,6,9,5,1680000,5,9,1
1,39,2,6,9,3,633333.333333333,5,9,1
1,79,2,6,9,1,650000,5,9,1
2,52,3,6,8,11,6150000,4,9,1
1,30,2,6,8,3,1e+06,4,9,1
2,33,4,6,9,7,2252500,3,9,1
1,36,2,6,8,4,950000,5,9,1
1,36,2,6,7,4,1330000,4,9,1
2,37,2,6,7,3,130000,5,9,1
1,49,2,6,8,3,960000,2,9,1
2,23,5,6,9,5,747389,2,9,1
1,37,2,6,7,3,250000,3,9,1
1,44,2,1,8,3,1430000,2,9,1
1,24,2,6,9,5,1070000,2,1,1
1,61,2,6,9,4,341666.666666667,1,1,NA
2,55,4,6,8,11,6e+05,3,1,4
2,41,6,6,9,5,1900000,3,1,4
2,28,6,6,8,11,6500000,2,1,4
1,71,6,6,8,11,11166666.6666667,2,1,4
2,82,3,6,9,5,7700000,2,1,4
1,51,6,6,9,11,4050000,2,1,4
1,66,6,5,8,1,1125000,4,1,1
1,41,2,5,8,5,1040000,5,1,1
2,62,3,5,8,3,320000,5,1,1
1,36,6,5,6,4,445000,5,1,1
1,58,6,5,9,1,5e+05,2,1,1
2,45,2,5,6,4,1358750,6,1,1
1,38,2,5,7,3,1243666.66666667,7,1,1
2,50,6,5,7,3,220000,8,1,1
1,35,2,5,7,3,770000,5,1,1
1,70,2,6,8,1,231666.666666667,2,1,1
1,27,2,5,10,3,610000,3,1,NA
1,27,1,5,7,4,332500,2,1,NA
1,60,2,5,10,3,958333.333333333,5,1,NA
1,82,2,5,8,1,1e+06,8,1,1
1,78,2,6,9,3,625000,1,1,NA
1,50,6,6,8,5,410000,1,1,NA
1,28,2,6,7,5,832083.333333333,3,1,1
1,23,5,1,9,1,860000,2,1,1
2,34,5,6,6,4,0,3,1,1
1,34,2,1,9,5,1570000,3,1,1
2,30,5,6,7,4,2e+05,4,1,1
2,18,4,1,8,3,360000,2,1,1
2,26,2,6,8,5,670583.333333333,5,1,0
1,46,2,5,7,4,1111666.66666667,5,1,0
2,41,2,6,8,5,824000,4,1,0
2,42,5,6,7,5,220000,2,1,1
1,49,2,6,6,5,1650000,4,1,1
1,25,6,6,8,7,850000,2,1,1
1,37,5,1,10,3,1300000,1,1,1
1,39,2,6,5,4,7e+05,4,1,1
1,57,2,6,7,10,9e+05,4,1,1
2,29,2,1,9,3,1730000,6,1,1
2,21,5,1,9,4,950000,1,1,1
2,58,4,1,8,1,1050000,3,1,0
1,30,2,1,7,3,730000,3,1,0
2,64,2,6,8,5,0,3,1,3
2,38,4,6,8,11,4166666.66666667,3,1,6
1,36,2,6,8,5,1266666.66666667,5,1,NA
1,39,2,6,10,3,1074000,4,1,1
1,55,4,6,8,5,1416666.66666667,1,1,0
2,49,5,6,6,5,755000,4,1,1
1,50,2,6,3,4,6122449.33333333,6,5,3
1,53,6,5,10,4,5646500,6,5,2
1,40,2,6,8,11,7266666.66666667,3,5,3
2,49,5,6,10,7,3527000,2,5,3
