"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","I_UGASTO","REGION","P8520S1","P8520S1A1","HIJOS"
1,46,2,6,8,3,892500,892500,3,1,0,4
1,62,4,6,4,3,620833.333333333,620833.333333333,3,1,0,0
1,55,2,6,8,5,1607500,1607500,3,1,1,2
1,62,5,6,10,3,350000,350000,3,1,0,0
1,48,6,6,8,3,731666.666666667,731666.666666667,3,1,1,2
2,72,4,6,10,1,611666.666666667,611666.666666667,3,1,1,1
1,47,2,6,5,3,2320500,1370500,3,1,1,2
2,55,4,6,10,3,850000,850000,3,1,1,2
1,38,2,6,8,3,690000,690000,3,1,1,2
1,52,6,6,10,3,1170000,1170000,3,1,1,4
1,51,6,6,10,3,1050000,1050000,3,1,1,2
1,43,2,6,8,3,915000,915000,3,1,1,3
2,61,3,6,5,3,821666.666666667,821666.666666667,3,1,1,0
1,75,4,6,7,3,975000,975000,3,1,1,1
2,27,4,6,6,3,650000,650000,3,1,1,3
1,59,6,6,6,3,1022500,1022500,3,1,1,2
1,32,2,6,10,5,1080000,1080000,3,1,2,2
1,54,2,6,9,3,1550000,1550000,3,1,2,2
2,26,4,1,8,5,9e+05,9e+05,3,1,2,0
2,29,6,6,5,7,2160000,2160000,3,1,1,1
2,50,4,6,6,3,3e+05,3e+05,3,1,1,0
1,49,2,6,8,3,1345000,1345000,3,1,2,1
1,25,1,6,6,5,9e+05,9e+05,3,1,1,1
2,35,4,6,10,NA,750000,750000,3,1,1,0
1,57,6,6,8,3,1400000,1400000,3,1,1,1
1,55,2,6,8,3,320000,320000,3,1,1,0
1,37,2,5,10,4,1708333.33333333,1708333.33333333,3,1,1,2
1,42,6,6,9,5,1275000,1275000,3,1,1,2
1,58,6,1,8,3,2e+05,2e+05,3,1,1,0
1,58,6,6,9,7,3256250,3256250,3,1,1,0
2,84,3,6,10,3,236666.666666667,236666.666666667,3,1,1,0
1,81,6,6,9,3,269166.666666667,269166.666666667,3,1,1,0
2,43,6,6,7,4,2759166.66666667,2759166.66666667,3,1,1,4
1,76,6,1,9,9,1195000,1195000,3,1,1,0
2,73,3,6,8,3,41666.6666666667,41666.6666666667,3,1,2,0
2,50,6,6,9,3,2730000,2730000,3,1,1,0
1,44,5,6,7,4,470000,470000,3,2,NA,0
1,33,2,6,8,3,660000,660000,3,1,1,1
1,44,4,6,10,4,5e+05,5e+05,3,1,1,0
1,59,6,6,10,3,780000,780000,3,1,1,0
1,37,6,6,8,3,770000,770000,3,1,1,0
1,58,6,1,5,3,995000,995000,3,1,1,0
1,60,6,6,9,3,2237000,2237000,3,1,1,2
1,33,2,6,6,3,1304166.66666667,1304166.66666667,3,1,1,2
2,57,4,6,9,3,4e+05,4e+05,3,1,1,1
1,66,6,6,9,3,825000,825000,3,1,1,0
1,43,2,6,9,3,480000,480000,3,1,1,0
1,24,2,6,8,4,6e+05,6e+05,3,1,2,0
1,52,6,1,9,3,1086666.66666667,1086666.66666667,3,1,1,1
2,61,4,6,9,3,236666.666666667,236666.666666667,3,1,1,1
1,56,6,6,9,3,1166666.66666667,1166666.66666667,3,1,1,1
2,24,5,6,8,5,7e+05,7e+05,3,1,1,1
1,33,6,6,10,3,1587500,1587500,3,1,1,3
1,42,6,6,10,3,1305000,1305000,3,1,1,4
1,57,6,6,10,3,720000,720000,3,1,1,0
2,42,4,6,8,5,1055000,1055000,3,1,1,1
1,54,4,6,10,3,912500,912500,3,1,1,1
1,61,6,6,9,3,2295000,2295000,3,1,1,3
2,46,5,6,9,7,558333.333333333,558333.333333333,3,1,1,1
1,58,6,6,9,3,1263333.33333333,1263333.33333333,3,1,1,1
1,25,2,6,8,5,750000,750000,3,1,1,1
1,91,3,6,9,3,1645000,1645000,3,1,1,1
1,40,5,6,9,3,505833.333333333,505833.333333333,3,1,1,0
2,61,3,6,9,3,1512125.66666667,1512125.66666667,3,1,1,1
2,56,5,6,9,3,695000,695000,3,1,1,0
2,58,3,6,9,3,1363792.33333333,1363792.33333333,3,1,1,0
1,24,2,6,9,4,6e+05,6e+05,3,1,1,1
1,77,6,6,9,3,456666.666666667,456666.666666667,3,1,1,0
1,91,3,6,9,1,295000,295000,3,1,1,0
2,73,3,6,8,1,725000,725000,3,1,1,1
2,47,4,6,9,3,695000,695000,3,1,1,1
1,80,6,6,8,1,145000,145000,3,1,1,0
2,54,6,6,10,11,4285000,4285000,3,1,1,1
1,61,2,6,9,3,664166.666666667,664166.666666667,3,1,1,0
1,57,6,6,9,13,3587500,3587500,3,1,1,2
2,54,6,6,10,5,4683324.33333333,4683324.33333333,3,1,1,2
2,55,4,6,10,3,425833.333333333,425833.333333333,3,1,1,0
1,50,2,6,9,4,710000,710000,3,1,1,1
2,74,4,6,9,3,545000,545000,3,1,1,0
2,81,3,6,8,3,282500,282500,3,1,1,0
2,61,3,6,10,3,191666.666666667,191666.666666667,3,1,1,0
2,60,3,6,10,3,725000,725000,3,1,1,1
1,56,6,6,4,3,505000,505000,3,1,1,1
1,26,5,6,8,4,420000,420000,3,1,1,0
2,46,4,6,9,3,958333.333333333,958333.333333333,3,1,1,1
1,65,6,6,10,3,1215000,1215000,3,1,1,0
1,32,6,6,8,4,1211666.66666667,1211666.66666667,3,1,2,2
2,80,5,6,7,3,645000,645000,3,1,1,1
1,40,2,6,10,3,2005000,2005000,3,1,1,4
1,32,2,6,9,3,665666.666666667,665666.666666667,3,1,1,2
1,50,2,6,8,3,5e+05,5e+05,3,1,1,0
1,37,2,6,9,4,750000,750000,3,1,2,2
2,75,3,6,10,3,485000,485000,3,1,1,0
1,51,4,6,9,3,550000,550000,3,1,1,0
2,74,4,6,10,1,753333.333333333,753333.333333333,3,1,1,0
1,39,6,6,9,3,1075000,1075000,3,1,2,4
1,30,2,6,9,5,779166.666666667,779166.666666667,3,1,1,2
2,33,6,6,10,3,720000,720000,3,1,1,2
2,53,3,6,7,3,1420000,1420000,3,1,1,1
1,49,6,6,10,3,1371666.66666667,1371666.66666667,3,1,1,3
1,28,1,6,8,3,520000,520000,3,1,1,0
1,37,2,6,9,3,880000,880000,3,1,1,2
2,76,2,6,8,3,710000,710000,3,1,1,1
1,83,6,6,8,3,790000,790000,3,1,2,1
1,48,6,6,8,3,947500,947500,3,1,1,3
1,53,6,6,8,3,837500,837500,3,1,1,0
1,49,6,6,10,3,8e+05,8e+05,3,1,1,0
1,76,6,6,9,3,851666.666666667,851666.666666667,3,1,1,2
1,41,2,6,8,3,625000,625000,3,1,2,3
1,80,6,6,6,1,475000,475000,3,1,1,0
1,76,2,6,9,3,601666.666666667,601666.666666667,3,1,1,0
1,51,2,6,8,3,370000,370000,3,1,2,1
1,31,5,6,9,7,850000,850000,3,1,1,0
2,72,3,6,8,3,372500,372500,3,1,1,0
2,75,4,6,10,3,4e+05,4e+05,3,1,1,0
1,27,2,6,9,5,1321666.66666667,1321666.66666667,3,1,1,1
2,55,5,6,8,5,1050000,1050000,3,1,1,0
2,47,6,6,9,5,1640833.33333333,1640833.33333333,3,1,1,3
1,55,6,6,6,3,8e+05,8e+05,3,1,2,0
2,29,4,6,9,NA,1417750,1417750,3,1,1,4
2,77,3,6,6,1,376250,376250,3,1,1,1
2,58,2,6,9,5,1730000,1730000,3,1,1,0
1,44,5,6,10,3,720000,720000,3,1,1,0
2,62,2,6,8,3,1e+06,1e+06,3,1,1,0
1,26,2,6,4,3,442000,442000,3,1,1,2
1,30,2,6,6,3,1818333.33333333,1818333.33333333,3,1,1,2
1,60,2,6,8,1,750000,750000,3,1,1,0
2,52,2,6,8,3,9e+05,9e+05,3,1,1,0
2,56,6,6,10,1,416666.666666667,416666.666666667,3,1,1,0
1,19,5,6,10,3,3e+05,3e+05,3,1,1,0
1,68,6,1,8,3,725000,725000,3,1,1,1
1,53,2,6,9,3,448333.333333333,448333.333333333,3,1,1,0
2,30,2,6,8,3,1625000,1625000,3,1,1,2
1,63,5,6,6,3,7e+05,7e+05,3,1,1,0
1,59,2,6,8,3,766666.666666667,766666.666666667,3,1,1,0
1,59,2,6,3,1,635000,635000,3,1,1,3
1,75,4,6,5,3,850000,850000,3,1,1,0
2,28,4,6,6,3,780000,780000,3,1,1,2
1,36,2,6,9,3,1055000,1055000,3,1,1,2
1,66,2,6,3,1,3e+05,3e+05,3,1,1,1
1,26,4,6,6,3,850000,850000,3,1,1,0
1,32,6,6,7,3,1513000,1513000,3,1,1,2
1,44,2,6,8,3,830000,830000,3,1,1,3
1,70,6,1,7,3,525000,525000,3,1,1,0
2,84,3,6,7,3,950000,950000,3,1,1,0
1,39,2,1,5,3,3303333.33333333,3303333.33333333,3,1,1,2
1,33,2,6,10,3,1008333.33333333,1008333.33333333,3,1,1,2
1,74,6,6,7,3,1450000,1450000,3,1,1,1
1,30,2,6,8,3,1100000,1100000,3,1,1,2
1,37,2,1,5,3,815000,815000,3,1,1,2
1,24,2,6,10,4,1080000,1080000,3,1,1,1
1,28,2,6,10,3,870000,870000,3,1,1,1
1,45,4,6,2,3,367000,367000,3,1,1,0
1,26,2,6,10,3,1100000,1100000,3,1,1,1
1,62,6,4,10,11,17700000,17700000,2,1,3,3
1,48,2,6,10,5,6400000,6400000,2,1,2,4
1,59,2,6,9,4,250000,250000,2,1,2,1
1,85,6,6,10,5,5728116,5728116,2,1,4,0
1,44,6,6,8,3,650000,650000,2,1,2,0
1,68,6,6,10,5,5300000,5300000,2,1,3,0
1,40,5,6,10,3,650000,650000,2,1,1,1
1,37,6,6,8,3,781000,781000,2,1,1,4
1,37,6,6,7,4,349000,349000,2,1,1,2
2,65,4,6,8,3,1061666.66666667,1061666.66666667,2,1,3,0
1,24,2,6,10,4,1e+06,1e+06,2,1,3,0
2,60,4,6,6,4,1058333.33333333,1058333.33333333,2,1,3,0
1,63,5,6,10,3,1e+06,1e+06,2,1,3,0
1,54,5,6,9,3,1200000,1200000,2,1,3,0
1,82,3,6,10,3,1322500,1322500,2,1,1,2
2,40,5,6,10,5,680000,680000,2,1,1,2
2,59,4,6,6,5,555833.333333333,555833.333333333,2,1,2,0
1,53,6,6,10,10,1400000,1400000,2,1,2,1
1,59,4,6,9,3,1400000,1400000,2,1,2,0
1,37,2,6,9,5,1627000,1627000,2,1,2,1
1,89,4,6,3,3,350000,350000,2,1,2,0
1,30,6,6,10,7,3160000,3160000,2,1,2,1
2,30,2,6,10,NA,2328000,2328000,2,1,2,1
1,53,2,6,10,3,2328000,2328000,2,1,2,1
2,42,5,6,10,5,2090000,2090000,2,1,2,2
2,91,3,6,9,1,165000,165000,2,1,1,0
1,58,6,6,10,11,5600000,5600000,2,1,3,0
1,62,4,6,8,3,2046000,2046000,2,1,2,0
1,53,2,6,10,4,1450000,1450000,2,1,2,0
1,61,2,6,6,3,942600,942600,2,1,1,1
1,57,6,6,6,4,3240257,3240257,2,1,2,1
1,55,6,6,10,10,1880000,1880000,2,1,2,2
1,30,6,6,9,9,3600000,3600000,2,1,2,2
1,58,6,6,7,3,12686250,12686250,2,1,3,1
2,67,6,6,8,4,2319500,2319500,2,1,3,1
2,37,5,6,7,11,1027500,1027500,2,1,2,0
1,53,4,6,8,7,1200000,1200000,2,1,2,0
2,29,4,6,8,7,1187500,1187500,2,1,2,1
1,47,6,6,7,3,1016666.66666667,1016666.66666667,2,1,1,0
1,51,4,6,7,3,8e+05,8e+05,2,1,1,0
1,50,6,6,8,3,1770833.33333333,1770833.33333333,2,1,2,1
1,58,2,6,8,5,3105833.33333333,3105833.33333333,2,1,3,2
1,55,6,6,8,5,2361333.33333333,2361333.33333333,2,1,2,0
2,36,4,6,7,3,670000,670000,2,1,2,3
2,33,4,6,8,3,1e+06,1e+06,2,1,2,2
1,58,4,6,8,4,1200000,1200000,2,1,2,0
1,50,6,6,8,5,2373500,2373500,2,1,2,1
1,55,5,6,8,3,1400000,1400000,2,1,2,0
1,40,2,6,7,9,5154166.66666667,5154166.66666667,2,1,2,2
1,30,6,6,9,13,3800000,3800000,2,1,3,1
1,41,6,6,8,11,2948333.33333333,2948333.33333333,2,1,3,0
2,57,3,6,1,3,625000,625000,2,1,1,0
2,44,4,6,8,7,1870833.33333333,1870833.33333333,2,1,2,2
2,44,2,6,6,5,3756000,3756000,2,1,3,1
2,24,6,6,8,NA,1533333.33333333,1533333.33333333,2,1,3,1
1,36,6,6,8,6,3791666.66666667,3791666.66666667,2,1,3,2
1,58,4,6,8,3,2544166.66666667,2544166.66666667,2,1,1,1
2,37,4,6,10,13,4837500,4837500,2,1,4,2
2,43,5,6,10,11,4158333.33333333,4158333.33333333,2,1,4,1
1,40,6,6,9,10,3250000,3250000,2,1,4,1
1,22,5,6,7,9,1650000,1650000,2,1,1,0
1,63,6,6,7,3,395000,395000,2,1,2,0
1,43,2,6,8,3,1010000,1010000,2,1,1,4
1,76,6,6,10,3,220000,220000,2,1,1,0
1,86,2,6,3,1,536666.666666667,536666.666666667,2,1,2,0
2,58,6,6,5,3,2600000,2600000,2,1,2,1
1,50,2,6,7,4,5e+05,5e+05,2,1,2,1
2,35,5,6,10,5,9e+05,9e+05,2,1,2,0
1,59,6,6,10,3,1230000,1230000,2,1,1,2
1,61,2,6,5,4,2315000,2315000,2,1,1,0
1,43,2,6,7,5,1800000,1800000,2,1,1,0
1,17,5,6,10,4,620000,620000,2,1,1,0
1,49,2,6,10,4,5030666.66666667,5030666.66666667,2,1,3,1
1,41,2,6,10,5,2760000,2760000,2,1,3,1
2,53,2,6,10,3,1666500,1666500,2,1,3,2
1,73,6,6,8,1,216666.666666667,216666.666666667,2,2,NA,0
2,28,5,6,10,3,602500,602500,2,2,NA,1
1,52,6,6,10,3,2205000,2205000,2,1,1,3
1,49,6,6,7,5,920000,920000,2,2,NA,2
2,23,5,6,9,5,1e+06,1e+06,2,1,1,0
1,56,6,6,10,3,2065000,2065000,2,1,1,0
1,57,5,5,8,3,1575000,1575000,2,1,1,0
2,27,5,6,10,5,1028292.33333333,1028292.33333333,2,1,2,0
1,28,2,6,9,4,1254166.66666667,1254166.66666667,2,1,1,2
1,21,2,5,9,5,1220000,1220000,2,1,1,0
1,39,2,6,9,3,1910000,1910000,2,1,2,0
1,42,2,5,10,5,1574500,1574500,2,1,2,2
2,64,4,6,9,3,1104500,1104500,2,1,2,1
1,34,6,6,10,5,1444166.66666667,1444166.66666667,2,1,2,0
1,24,2,6,7,3,3555333.33333333,1875333.33333333,2,1,2,1
1,49,4,6,10,3,4459166.66666667,1979166.66666667,2,1,2,0
1,30,2,6,9,5,1179000,1179000,2,2,NA,1
1,48,2,6,10,5,2740000,1660000,2,1,2,1
1,38,5,6,10,3,1130000,1130000,2,1,2,0
2,53,2,6,9,3,1578333.33333333,1578333.33333333,2,1,2,0
1,51,6,6,9,3,1239666.66666667,1239666.66666667,2,1,2,0
2,28,2,6,9,6,1308750,1308750,2,1,2,3
1,21,5,6,8,4,1200000,1200000,2,1,2,0
1,50,4,6,5,3,470000,470000,2,1,2,0
1,53,2,6,9,5,960000,960000,2,1,2,0
1,68,6,6,10,3,2138000,2138000,2,1,2,0
1,42,2,6,9,4,2920000,2920000,2,1,1,1
1,67,4,6,10,5,2e+06,2e+06,2,1,1,0
1,41,2,6,9,3,1170000,1170000,2,1,1,0
1,38,2,6,7,3,1333666.66666667,1333666.66666667,2,1,1,1
1,73,2,6,9,3,762000,762000,2,1,1,2
1,54,2,6,10,1,1440000,1440000,2,1,1,0
2,31,2,6,10,4,1705000,1705000,2,1,2,2
1,48,2,6,9,3,2190916.66666667,2190916.66666667,2,1,2,2
1,35,2,6,9,4,2026666.66666667,2026666.66666667,2,1,2,2
1,25,4,6,9,4,1143000,1143000,2,1,1,0
2,74,4,6,9,3,425000,425000,2,1,1,0
2,52,2,6,4,3,462000,462000,2,1,2,1
1,57,4,6,6,3,450000,450000,2,1,2,0
2,52,3,6,9,3,455000,455000,2,1,1,0
1,75,4,6,7,3,389583.333333333,389583.333333333,2,1,1,0
2,56,4,6,0,1,80000,80000,2,1,3,0
2,33,4,6,9,7,1191666.66666667,1191666.66666667,2,1,3,2
2,41,4,6,8,4,457500,457500,2,1,3,1
2,71,3,6,7,4,1570000,1570000,2,1,3,0
1,60,4,6,9,3,2e+06,2e+06,2,1,3,0
2,30,2,6,8,NA,2537500,2537500,2,1,2,1
1,65,6,6,9,4,1173000,1173000,2,1,2,1
2,58,4,6,8,3,366666.666666667,366666.666666667,2,1,2,1
1,60,6,6,7,4,8e+05,8e+05,2,1,2,2
2,27,2,6,8,NA,750000,750000,2,1,2,0
2,82,3,6,10,4,870833.333333333,870833.333333333,2,1,2,1
1,48,4,6,8,3,11150000,11150000,2,1,2,0
1,25,2,6,9,3,1045000,1045000,2,1,2,2
2,35,4,6,10,13,2867750,2867750,2,1,2,1
1,52,2,6,9,3,1427125.66666667,1427125.66666667,2,1,1,2
2,22,2,6,9,5,1283333.33333333,1283333.33333333,2,1,1,1
1,27,2,6,10,4,1050000,1050000,2,1,0,1
2,33,4,6,7,4,453333.333333333,453333.333333333,2,1,1,3
1,60,6,6,10,4,2641666.66666667,2641666.66666667,2,1,2,0
2,37,6,6,8,5,972500,972500,2,1,1,2
2,44,3,6,3,6,1475616,1475616,2,1,1,3
2,39,3,6,8,5,367000,367000,2,1,2,3
1,51,4,6,5,3,4e+05,4e+05,2,1,2,0
2,55,4,6,6,7,1197000,1197000,2,1,2,0
1,33,2,6,9,5,1634000,1634000,2,1,1,2
1,43,2,6,8,5,1770000,1770000,2,1,2,2
2,41,6,6,7,5,9e+05,9e+05,2,1,1,2
1,65,5,6,8,4,6e+05,6e+05,2,1,1,0
1,50,2,6,10,5,7277089,7277089,2,1,1,2
2,26,2,6,8,7,1328116,1328116,2,1,1,1
1,53,2,6,8,3,2490740.33333333,2490740.33333333,2,1,1,2
1,44,2,6,8,5,897125.666666667,897125.666666667,2,1,1,0
1,41,2,6,8,5,1662624.33333333,1662624.33333333,2,1,1,2
2,67,3,6,10,1,916666.666666667,916666.666666667,2,1,1,1
2,50,4,6,8,3,450000,450000,2,1,1,0
2,24,5,6,8,4,175000,175000,2,1,1,0
1,30,2,6,8,5,1628116,1628116,2,1,1,0
1,28,2,6,9,4,1723116,1723116,2,1,1,2
1,63,4,6,10,5,2400000,2400000,2,1,1,0
1,39,2,6,8,3,1900000,1900000,2,1,1,3
2,63,4,6,9,1,1250000,1250000,2,1,1,1
1,25,2,6,9,4,1428116,1428116,2,1,1,0
2,62,2,6,8,3,1428116,1428116,2,1,1,0
1,43,2,6,9,3,1628116,1628116,2,1,1,0
1,59,2,6,9,3,9e+05,9e+05,2,1,1,0
1,64,5,6,9,3,9e+05,9e+05,2,1,1,0
1,59,5,6,10,3,380000,380000,2,1,1,0
1,38,2,6,5,4,2187500,2187500,2,1,1,1
2,35,2,6,10,9,10540000,10540000,2,1,1,1
2,21,2,5,6,NA,1525000,1525000,2,1,1,0
1,68,6,6,6,3,1062916.66666667,1062916.66666667,2,1,1,0
2,32,4,6,6,3,555000,555000,2,1,1,3
2,38,2,5,8,5,795500,795500,2,1,1,3
1,35,2,6,8,7,3203333.33333333,3203333.33333333,2,1,1,2
1,37,2,6,6,3,1308625.66666667,1308625.66666667,2,1,1,2
1,35,2,6,6,5,1500000,1500000,2,1,1,1
1,53,2,6,8,1,973333.333333333,973333.333333333,2,1,1,1
1,27,2,6,8,5,897125.666666667,897125.666666667,2,1,1,0
1,28,2,6,10,7,952657.666666667,952657.666666667,2,1,1,1
1,44,2,6,8,5,1600000,1600000,2,1,1,0
2,50,5,6,7,4,1475000,1475000,2,1,1,1
1,38,6,6,10,5,1504166.66666667,1504166.66666667,2,1,1,2
1,41,2,6,4,3,1265000,1265000,2,1,1,3
2,27,4,6,9,5,9e+05,9e+05,2,1,1,0
1,47,6,6,8,5,2525616,2525616,2,1,1,3
1,55,2,6,8,4,5289544.66666667,5289544.66666667,2,1,1,2
1,27,5,6,6,5,9e+05,9e+05,2,1,1,0
2,77,3,6,8,1,1875833.33333333,1875833.33333333,2,1,1,2
1,53,2,6,10,4,1187500,1187500,2,1,1,3
1,24,5,6,10,4,5e+05,5e+05,2,1,1,0
2,55,4,6,10,3,325000,325000,2,1,1,0
1,38,4,6,7,3,1383333.33333333,1383333.33333333,2,1,1,0
1,50,2,6,8,5,2774223.16666667,2774223.16666667,2,1,1,0
1,31,2,6,10,7,304083.333333333,304083.333333333,2,1,1,2
1,65,2,6,7,3,1035000,1035000,2,1,1,0
2,47,2,6,10,5,1031666.66666667,1031666.66666667,2,1,1,1
1,36,6,6,8,4,1325000,1325000,2,1,1,3
1,55,2,6,10,5,1400000,1400000,2,1,1,1
1,23,5,6,10,7,850000,850000,2,1,1,0
2,39,2,6,6,3,950000,950000,2,1,1,2
1,69,5,6,4,1,420000,420000,2,1,1,0
1,49,6,6,6,3,860000,860000,2,1,2,2
1,74,6,6,8,1,3e+05,3e+05,2,1,2,0
1,44,6,6,7,4,1800000,1800000,2,1,2,2
2,63,3,6,7,3,703750,703750,2,1,2,2
1,51,5,6,10,3,350000,350000,2,1,1,0
2,64,3,6,2,3,533750,533750,2,1,2,1
1,31,2,6,8,5,2473116,2473116,2,1,2,1
2,40,2,6,8,5,1180000,1180000,2,1,2,1
1,44,2,6,10,4,2208333.33333333,2208333.33333333,2,1,2,2
2,38,4,6,6,5,592000,592000,2,1,2,2
1,81,6,6,7,3,1600000,1600000,2,1,4,1
2,47,2,6,6,3,2524116,2524116,2,1,1,3
2,40,2,6,3,3,937250,937250,2,1,1,2
2,36,2,6,10,3,620000,620000,2,1,1,2
2,34,5,6,10,3,847000,847000,2,1,1,7
1,33,6,6,10,3,9e+05,9e+05,2,1,1,0
1,34,2,6,9,3,1500491,1500491,2,1,1,3
1,42,2,6,6,5,1507500,1507500,2,1,1,2
1,48,2,6,10,3,2200000,2200000,2,1,1,0
2,39,4,6,5,7,1632000,1632000,2,1,1,0
1,24,5,6,10,3,920000,920000,2,1,1,0
1,51,6,6,10,11,1500000,1500000,2,1,3,0
1,55,6,6,10,3,2756000,2756000,2,1,3,1
1,68,6,6,8,4,1700000,1700000,2,1,3,1
1,34,2,6,8,5,1815000,1815000,2,1,3,4
1,48,6,6,8,3,2275000,2275000,2,1,2,2
1,26,2,6,8,5,2452166.66666667,2452166.66666667,2,1,2,1
1,54,6,6,10,11,2572000,2572000,2,1,3,2
1,33,2,6,8,5,2241666.66666667,2241666.66666667,2,1,2,2
2,73,3,6,4,1,825000,825000,2,1,2,0
1,56,6,6,7,3,3785000,3785000,2,1,1,4
2,55,2,6,10,4,1320000,1320000,2,1,2,1
2,67,3,6,10,5,2757000,2757000,2,1,2,3
2,52,4,6,10,NA,2524833.33333333,2524833.33333333,2,1,1,1
2,59,5,6,10,3,9e+05,9e+05,2,1,2,0
1,51,2,6,10,3,9666666.66666667,9666666.66666667,2,1,4,2
1,44,6,6,10,3,2013333.33333333,2013333.33333333,2,1,4,3
2,67,3,6,8,3,2106666.66666667,2106666.66666667,2,1,1,3
1,43,6,6,7,5,1677500,1677500,2,1,1,2
2,45,2,6,6,7,810000,810000,2,1,1,2
1,22,2,6,7,4,810000,810000,2,1,1,1
1,62,5,6,6,3,4e+05,4e+05,2,1,1,0
1,69,2,6,7,3,1040000,1040000,2,1,1,0
1,44,2,6,6,5,1031666.66666667,1031666.66666667,2,1,1,1
2,34,4,6,5,3,1106666.66666667,1106666.66666667,2,1,1,3
1,60,6,6,7,4,1150000,1150000,2,1,1,0
1,35,2,6,7,4,433333.333333333,433333.333333333,2,1,1,1
1,41,2,6,7,5,921000,921000,2,1,1,3
1,25,2,6,7,1,2e+05,2e+05,2,1,1,1
2,32,4,6,7,11,601666.666666667,601666.666666667,2,1,1,2
2,79,3,6,7,1,260000,260000,2,1,0,0
2,43,5,6,7,5,1560000,1560000,2,1,0,0
1,53,4,6,7,3,1450000,1450000,2,1,1,3
2,33,4,6,7,3,630000,630000,2,1,1,1
1,63,6,6,7,3,1500000,1500000,2,1,1,1
1,48,6,6,7,11,3248333.33333333,3248333.33333333,2,1,1,1
1,51,6,6,6,3,596666.666666667,596666.666666667,2,1,1,3
1,26,2,6,7,5,1790000,1790000,2,1,2,1
1,65,2,6,9,1,550000,550000,2,1,1,2
1,77,5,6,8,1,240000,240000,2,1,1,0
1,62,6,6,7,3,741666.666666667,741666.666666667,2,1,1,1
2,50,2,6,7,3,933333.333333333,933333.333333333,2,1,1,4
1,68,2,6,8,3,710000,710000,2,1,1,4
1,58,4,6,5,3,868000,868000,2,1,1,0
1,68,2,6,7,3,706666.666666667,706666.666666667,2,1,1,0
1,32,2,6,7,3,575000,575000,2,1,1,3
1,45,2,6,8,3,7e+05,7e+05,2,1,1,1
1,60,6,6,8,5,1259166.66666667,1259166.66666667,2,1,2,0
1,49,2,6,6,3,1125000,1125000,2,1,2,1
1,81,6,6,8,3,5e+05,5e+05,2,1,2,0
1,59,2,6,7,1,371666.666666667,371666.666666667,2,1,2,1
1,44,2,6,8,3,1282416.66666667,1282416.66666667,2,1,2,0
1,47,4,6,8,3,6e+05,6e+05,2,1,2,0
1,57,2,6,8,3,1412500,1412500,2,1,2,2
1,52,5,6,6,1,250000,250000,2,2,NA,0
1,70,3,6,5,1,580000,580000,2,1,2,0
1,31,6,6,8,3,691916.666666667,691916.666666667,2,1,2,1
1,55,4,6,10,3,370000,370000,2,1,1,1
1,39,2,6,10,4,450000,450000,2,1,2,1
1,28,5,6,8,3,250000,250000,2,1,2,0
1,29,5,6,10,5,1e+06,1e+06,2,1,1,0
1,57,2,6,10,3,4e+05,4e+05,2,1,2,1
1,44,2,6,9,3,747000,747000,2,1,2,3
2,25,2,6,10,5,450000,450000,2,1,2,1
1,24,5,6,10,4,4e+05,4e+05,2,1,2,0
1,63,4,6,5,3,369000,369000,2,1,2,1
1,83,4,6,10,3,187500,187500,2,1,2,0
2,53,4,6,8,4,321666.666666667,321666.666666667,2,1,2,0
1,38,2,6,8,5,1189816,1189816,2,1,9,0
2,28,2,6,8,5,740500,740500,2,1,2,3
1,38,2,6,10,3,1113616,1113616,2,1,3,2
1,68,6,6,10,3,376666.666666667,376666.666666667,2,1,1,0
1,37,6,6,8,4,1512116,1512116,2,1,2,4
2,71,3,6,8,4,220000,220000,2,1,2,0
1,69,6,6,10,11,26900000,26900000,2,1,3,0
1,31,6,6,8,3,928116,928116,2,1,2,1
1,38,2,6,7,11,2047500,2047500,2,1,0,1
1,40,6,6,9,4,2141416.66666667,2141416.66666667,2,1,2,2
1,68,6,6,8,3,9e+05,9e+05,2,1,2,1
1,56,2,6,4,3,616666.666666667,616666.666666667,2,1,2,2
2,41,4,6,10,5,820000,820000,2,1,2,1
2,18,5,6,10,NA,199000,199000,2,1,2,0
1,45,6,6,8,3,338333.333333333,338333.333333333,2,1,2,1
1,24,2,6,8,4,4e+05,4e+05,2,1,2,1
2,39,6,6,10,3,440000,440000,2,1,2,2
2,55,2,6,9,4,470000,470000,2,1,2,0
2,28,2,6,10,NA,946000,946000,2,1,1,2
2,58,3,6,6,3,2450000,2450000,2,1,1,3
2,40,4,6,10,9,2248333.33333333,2248333.33333333,2,1,3,1
1,46,2,6,9,3,617500,617500,2,1,2,1
1,42,6,6,8,4,767500,767500,2,1,2,1
1,58,6,6,8,13,11300000,11300000,2,1,2,0
1,67,6,6,7,3,1769166.66666667,1769166.66666667,2,1,2,0
1,60,6,6,10,3,432500,432500,2,1,2,0
2,22,6,6,8,11,750000,750000,2,1,2,1
2,79,6,6,9,3,446666.666666667,446666.666666667,2,1,2,0
2,45,5,6,8,5,1500000,1500000,2,1,2,0
1,64,3,6,9,4,476666.666666667,476666.666666667,2,1,2,1
2,55,3,6,10,11,5100000,5100000,2,1,2,2
1,54,6,6,8,5,5519242.16666667,5519242.16666667,2,1,2,1
2,48,4,6,10,11,5525000,5525000,2,1,2,0
