"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","I_UGASTO","REGION","P8520S1","P8520S1A1","HIJOS"
2,63,2,6,7,3,1340511.33333333,1340511.33333333,2,1,2,5
1,46,5,6,8,10,7e+05,7e+05,2,1,2,0
2,82,5,6,10,3,1208333.33333333,1208333.33333333,2,1,3,1
1,49,6,6,7,5,1280000,1280000,2,1,2,2
2,54,4,6,0,3,366666.666666667,366666.666666667,2,1,2,3
2,88,3,6,7,3,3567791.66666667,3567791.66666667,2,1,3,1
2,28,6,6,8,11,2624933.33333333,2624933.33333333,2,1,2,0
1,68,6,6,8,4,2339383.66666667,2339383.66666667,2,1,2,1
1,63,6,6,8,9,3078116,3078116,2,1,2,1
1,54,6,6,10,4,4716333.33333333,4716333.33333333,2,1,2,1
1,21,5,6,5,11,8e+05,8e+05,2,1,2,0
1,30,2,6,10,10,25322666.6666667,23666666.6666667,7,1,6,2
1,70,1,6,7,3,3541666.66666667,3541666.66666667,7,1,5,1
1,68,6,5,10,3,2308166.66666667,2308166.66666667,7,1,5,0
2,58,3,6,8,5,2632000,2632000,7,1,4,2
1,43,2,6,7,11,3625000,3625000,7,1,4,2
1,56,6,5,10,7,6991666.66666667,6991666.66666667,7,1,5,1
1,69,2,6,10,11,6375000,6375000,7,1,4,0
1,41,6,6,8,11,11363675.6666667,9558333.33333333,7,1,6,2
2,69,3,6,10,13,6658333.33333333,6658333.33333333,7,1,4,0
1,80,6,6,5,3,4125000,4125000,7,1,5,0
2,42,5,6,9,7,1800000,1800000,7,1,4,0
2,73,4,6,8,11,4508333.33333333,4508333.33333333,7,1,5,0
1,39,2,6,8,11,8323333.33333333,8323333.33333333,7,1,5,1
2,59,5,6,9,13,8507916.66666667,8507916.66666667,7,1,4,0
2,73,5,6,10,13,8201149.91666667,8201149.91666667,7,1,6,0
1,59,6,6,8,13,10425000,10425000,7,1,5,2
2,73,4,6,8,13,22030833.3333333,22030833.3333333,7,1,5,3
1,75,6,6,5,11,3e+06,3e+06,7,1,4,1
2,66,6,6,0,10,0,0,7,1,5,0
1,62,6,6,10,13,21500000,21500000,7,1,6,0
1,36,6,6,10,13,8e+06,8e+06,7,1,6,0
1,45,6,6,8,13,4.6e+07,4.6e+07,7,1,6,0
2,50,6,6,9,11,6300000,6300000,7,1,5,2
2,57,6,6,10,13,19956666.6666667,19956666.6666667,7,1,5,0
2,59,3,1,10,3,25000,25000,7,1,1,0
1,57,6,6,10,4,2937768.83333333,2937768.83333333,7,1,1,1
1,54,6,6,6,4,1648833.33333333,1648833.33333333,7,1,2,2
2,43,4,5,4,5,2741666.66666667,2741666.66666667,7,1,2,1
1,49,6,6,8,3,940000,940000,7,1,2,1
1,33,6,6,8,6,2025000,2025000,7,1,2,2
2,27,4,6,10,7,10500000,10500000,7,1,3,1
1,56,6,5,10,5,1856945,1856945,7,1,4,3
1,48,2,6,10,5,2802485.33333333,2802485.33333333,7,1,3,2
1,59,6,5,10,3,1428333.33333333,1428333.33333333,7,1,2,2
1,34,2,6,10,7,2886666.66666667,2886666.66666667,7,1,3,1
1,26,5,6,8,5,2858333.33333333,2858333.33333333,7,1,3,0
1,46,6,6,10,7,5417000,5417000,7,1,3,2
1,71,4,6,8,4,280000,280000,7,1,0,0
1,54,2,6,8,3,3385365.33333333,3385365.33333333,7,1,1,2
1,48,2,6,8,4,620000,620000,7,1,1,1
1,69,2,6,8,3,2025241.66666667,2025241.66666667,7,1,1,0
2,60,3,6,10,1,2083333.33333333,2083333.33333333,7,1,1,0
1,23,5,5,10,6,2626198.66666667,2626198.66666667,7,1,1,0
2,47,4,6,7,3,780000,780000,7,1,1,1
1,71,6,5,10,7,2250000,2250000,7,1,3,0
1,71,6,5,10,3,5433333.33333333,5433333.33333333,7,1,3,0
1,41,1,5,10,5,860000,860000,7,1,2,3
1,47,6,6,7,5,2546666.66666667,2546666.66666667,7,1,1,1
1,49,2,5,10,1,1260000,1260000,7,1,1,2
2,39,3,5,5,7,757500,757500,7,1,3,1
2,57,3,6,5,3,1888000,1888000,7,1,3,1
1,32,2,6,6,5,1164481.33333333,1164481.33333333,7,1,1,0
2,36,4,6,6,5,1164481.33333333,1164481.33333333,7,1,1,1
1,39,1,6,7,5,3064833.33333333,3064833.33333333,7,1,3,2
1,28,2,6,8,3,1035157.66666667,1035157.66666667,7,1,1,1
2,32,5,6,8,4,1835000,1835000,7,1,1,1
2,45,4,6,5,4,5e+05,5e+05,7,1,1,1
1,47,2,6,10,5,1514000,1514000,7,1,1,2
1,54,2,6,8,4,1634000,1634000,7,1,1,2
1,72,2,6,8,3,1566666.66666667,1566666.66666667,7,1,2,1
1,41,2,6,8,3,2328243.66666667,2328243.66666667,7,1,1,2
1,62,2,6,8,5,2196032,2196032,7,1,1,1
1,51,2,5,5,3,1295000,1295000,7,1,2,0
1,71,6,6,5,3,2513333.33333333,2513333.33333333,7,1,2,0
1,45,2,5,10,3,850000,850000,7,1,2,1
1,59,6,5,7,9,4534333.33333333,4534333.33333333,7,1,2,1
1,73,6,6,8,4,6142516,6142516,4,1,3,2
1,61,6,6,10,5,2766666.66666667,2766666.66666667,4,1,2,0
1,66,6,6,5,7,3658333.33333333,3658333.33333333,4,1,2,3
2,60,3,6,10,5,845000,845000,4,1,3,0
1,77,6,6,8,5,2406666.66666667,2406666.66666667,4,1,2,0
2,38,4,6,10,5,365000,365000,4,1,3,1
2,62,4,6,8,13,7665000,7665000,4,1,3,0
2,63,6,6,4,3,6383333.33333333,6383333.33333333,4,1,3,1
2,18,5,6,10,NA,533333.333333333,533333.333333333,4,1,3,0
1,70,3,6,5,3,2774166.66666667,1950000,4,1,3,0
1,65,6,6,5,5,2450000,2450000,4,1,3,1
1,49,3,6,8,7,2794166.66666667,2794166.66666667,4,1,2,1
1,82,6,6,8,4,141666.666666667,141666.666666667,4,1,3,0
1,50,2,6,8,5,1900000,1900000,4,1,2,1
1,53,2,6,5,4,670000,670000,4,1,2,1
2,54,4,6,5,3,6954666.66666667,6954666.66666667,4,1,3,2
1,55,4,6,10,7,5e+05,5e+05,4,1,3,0
2,76,3,6,8,3,1574916.66666667,1574916.66666667,4,1,3,0
2,24,5,1,10,NA,2794666.66666667,2794666.66666667,4,1,3,0
1,21,5,6,10,7,1460000,1460000,4,1,3,0
1,38,2,6,7,3,970500,970500,4,1,3,2
2,68,4,6,9,3,1480000,1480000,4,1,1,2
1,59,2,5,10,3,1100000,1100000,4,1,1,1
2,47,4,6,3,3,627500,627500,4,1,1,4
2,47,6,6,10,3,1929000,1929000,4,1,1,3
2,53,5,6,10,3,1314000,1314000,4,1,1,2
2,45,5,6,0,5,550000,550000,4,1,1,2
2,61,3,6,5,3,320000,320000,4,1,1,4
2,56,3,6,6,3,1330000,1330000,4,1,1,2
2,60,5,6,10,1,330000,330000,4,1,1,0
2,53,4,6,8,7,1925116,1925116,4,1,1,2
1,29,2,6,10,7,3083333.33333333,3083333.33333333,4,1,1,2
2,59,5,6,5,3,305000,305000,4,1,1,1
1,59,6,6,5,4,4e+05,4e+05,4,1,1,0
1,47,6,6,10,3,1039500,1039500,4,1,1,2
2,45,2,6,4,4,2957416.66666667,2957416.66666667,4,1,1,1
2,38,6,6,9,3,880000,880000,4,1,1,1
1,53,6,6,4,4,5883333.33333333,5883333.33333333,4,1,1,2
2,36,4,6,8,7,466666.666666667,466666.666666667,4,1,1,1
2,35,2,6,6,3,951666.666666667,951666.666666667,4,1,1,1
2,56,2,6,9,3,4e+05,4e+05,4,1,1,1
1,45,4,6,5,5,854166.666666667,854166.666666667,4,1,1,1
2,35,4,6,6,3,350000,350000,4,1,1,1
1,69,6,6,6,1,777500,777500,4,1,1,2
1,37,4,6,7,3,5e+05,5e+05,4,1,1,2
2,51,4,6,10,4,715000,715000,4,1,1,2
1,73,4,1,6,3,354166.666666667,354166.666666667,4,1,1,1
1,59,6,6,8,3,520000,520000,4,1,1,0
2,49,4,6,7,3,850000,850000,4,1,1,2
1,28,6,6,8,5,850000,850000,4,1,1,2
1,37,6,6,1,5,215000,215000,4,1,1,1
2,44,1,6,6,3,417500,417500,4,1,1,2
2,52,2,6,8,3,1241666.66666667,1241666.66666667,4,1,1,3
2,50,2,6,4,3,260000,260000,4,1,1,3
1,37,2,6,9,5,1468282.66666667,1468282.66666667,4,1,1,2
2,55,3,6,6,3,1916000,1916000,4,1,1,3
2,35,2,6,5,3,935000,935000,4,1,1,4
1,73,6,6,5,3,360000,360000,4,1,1,0
2,65,3,6,6,3,1585000,1585000,4,1,1,1
2,80,3,6,0,4,3e+05,3e+05,4,1,1,2
2,46,5,6,6,3,6561666.66666667,6561666.66666667,4,1,1,1
1,61,1,6,6,3,560000,560000,3,1,2,0
1,66,6,6,10,5,5437824.33333333,5437824.33333333,3,1,2,2
1,68,2,6,10,3,3300000,3300000,3,1,3,0
1,61,2,5,10,3,2274532,2274532,3,1,2,1
2,48,5,6,8,NA,1405365.33333333,1405365.33333333,3,1,1,0
2,48,4,6,7,3,1664000,1664000,3,1,2,2
1,73,2,6,7,3,1210000,1210000,3,1,2,0
1,55,2,6,10,4,2940000,2940000,3,1,2,3
1,45,2,6,6,5,8e+05,8e+05,3,1,2,2
1,54,3,6,10,3,2550000,2550000,3,1,2,1
2,44,4,6,10,3,340000,340000,3,1,2,1
1,45,2,6,2,3,1459166.66666667,1459166.66666667,3,1,2,7
1,43,5,6,10,4,1459166.66666667,1459166.66666667,3,1,2,0
1,40,5,6,10,4,1459166.66666667,1459166.66666667,3,1,2,0
1,16,5,6,10,4,1459166.66666667,1459166.66666667,3,1,2,0
1,86,5,6,10,3,360000,360000,3,1,2,0
2,69,5,6,9,3,8e+05,8e+05,3,1,2,0
2,52,5,6,10,4,5e+05,5e+05,3,1,2,0
1,37,2,6,8,7,1947166.66666667,1947166.66666667,3,1,2,2
2,32,2,6,10,5,1337333.33333333,1337333.33333333,3,1,2,1
2,48,4,6,9,7,25000,25000,3,1,2,0
2,34,4,6,5,5,7e+05,7e+05,3,1,2,1
2,32,2,6,10,5,845000,845000,3,1,2,2
1,60,2,6,10,3,316666.666666667,316666.666666667,3,1,2,0
2,56,2,6,10,3,2513366.66666667,2513366.66666667,3,1,2,2
1,75,6,6,10,3,1228200,1228200,3,1,2,1
1,34,4,6,10,NA,2812500,2812500,3,1,2,0
1,36,2,6,8,5,3298033.33333333,3298033.33333333,3,1,2,1
1,34,2,6,10,5,2867500,2867500,3,1,2,3
2,24,1,6,7,NA,1213700,1213700,3,1,2,0
1,88,6,6,6,3,361666.666666667,361666.666666667,3,1,1,0
2,59,6,6,3,3,680000,680000,3,1,1,0
1,59,6,6,10,3,790000,790000,3,1,1,0
2,32,2,6,7,5,1026666.66666667,1026666.66666667,3,1,1,2
2,35,4,6,5,4,883333.333333333,883333.333333333,3,1,1,2
2,24,6,6,9,5,2480000,2480000,3,1,1,2
1,60,6,6,8,4,3369000,3369000,3,1,2,1
1,49,2,6,8,3,1257500,1257500,3,1,1,1
1,68,6,6,10,4,2133333.33333333,2133333.33333333,3,1,1,2
1,78,2,6,9,3,18566666.6666667,18566666.6666667,3,1,1,0
1,55,2,6,8,3,10250000,10250000,3,1,2,1
1,34,5,6,9,5,1400000,1400000,3,1,1,0
1,65,4,6,10,9,8e+05,8e+05,3,1,4,0
1,82,5,1,4,1,65833.3333333333,65833.3333333333,3,1,2,0
1,66,2,1,10,3,995416.666666667,995416.666666667,3,2,NA,0
1,41,2,1,6,3,305000,305000,3,1,1,3
1,89,6,1,0,1,206666.666666667,206666.666666667,3,2,NA,0
1,64,2,1,10,3,3316866,3316866,3,1,0,1
2,70,3,1,5,1,99166.6666666667,99166.6666666667,3,1,1,0
1,40,5,1,6,1,50000,50000,3,1,1,0
1,87,6,1,10,1,1716666.66666667,1716666.66666667,3,2,NA,0
2,33,5,1,10,5,1030000,1030000,3,1,1,3
2,57,5,1,10,3,4e+05,4e+05,3,1,1,0
1,59,6,1,8,13,4780250,4780250,3,1,1,1
2,60,6,1,7,3,895000,895000,3,1,1,1
2,40,6,1,8,9,138333.333333333,138333.333333333,3,1,2,1
2,76,3,6,10,3,425166.666666667,425166.666666667,3,1,1,0
1,45,1,1,5,5,2e+05,2e+05,3,1,1,0
2,74,3,6,10,4,2624157.66666667,2624157.66666667,3,1,2,2
2,59,4,6,10,3,427500,427500,3,1,2,0
1,72,6,6,10,3,918792.333333333,918792.333333333,3,1,2,0
1,69,6,6,5,4,930467.333333333,930467.333333333,3,1,2,0
2,72,4,6,4,4,828116,828116,3,1,2,0
2,63,3,6,8,4,3821433.33333333,3821433.33333333,3,1,2,1
2,24,6,6,8,9,1197032,1197032,3,1,2,0
1,53,6,6,10,10,2690000,2690000,3,1,5,1
1,21,5,6,10,NA,1300000,1300000,3,1,5,0
2,78,5,6,9,5,2783333.33333333,2783333.33333333,3,1,3,1
2,65,6,6,8,13,4994782.66666667,4994782.66666667,3,1,3,0
1,40,2,6,8,11,5500000,5500000,3,1,4,1
2,44,6,6,9,11,9833333.33333333,9833333.33333333,3,1,4,1
2,63,6,6,6,4,2591283.33333333,2591283.33333333,3,1,3,1
1,72,6,6,10,3,1649316,1649316,3,1,3,2
2,52,5,6,10,10,3575000,3575000,3,1,3,2
1,52,6,6,10,7,11691666.6666667,11691666.6666667,3,1,3,1
2,49,6,6,9,5,2848316,2848316,3,1,3,2
2,33,4,6,10,NA,627343,627343,3,1,3,1
2,75,4,6,10,3,2100341.66666667,2100341.66666667,3,1,2,1
2,56,4,6,10,1,0,0,3,1,2,0
2,91,3,6,7,5,8265000,7e+06,3,1,4,0
1,93,1,6,10,5,1205524.33333333,1205524.33333333,3,1,5,1
2,71,6,6,9,3,8e+05,8e+05,3,1,5,2
2,69,3,6,8,3,3066666.66666667,3066666.66666667,3,1,4,1
1,38,5,6,8,5,1294314.66666667,1294314.66666667,3,1,3,0
1,68,6,6,9,3,5522698.66666667,5522698.66666667,3,1,4,2
1,27,5,6,6,11,2483481.33333333,2483481.33333333,3,1,4,0
2,78,3,6,8,3,2228116,2228116,3,1,4,0
2,59,4,6,9,5,83333.3333333333,83333.3333333333,3,1,5,0
1,34,6,6,9,9,4213698.66666667,4213698.66666667,3,1,5,0
2,78,3,6,10,4,5633333.33333333,5633333.33333333,3,1,5,0
2,42,3,6,9,4,2273000,2273000,6,1,3,2
1,30,6,6,10,7,1228833.33333333,1228833.33333333,6,1,2,2
2,79,3,6,8,3,1528000,1528000,6,1,2,0
2,64,6,6,9,5,1650000,1650000,6,1,2,1
1,40,5,6,8,7,2416666.66666667,2416666.66666667,6,1,3,0
2,63,3,6,9,4,4587783.33333333,4587783.33333333,6,1,2,3
1,64,2,6,10,3,1663000,1663000,6,1,2,3
2,42,6,6,9,5,4e+05,4e+05,6,1,3,3
1,59,6,6,9,3,1283000,1283000,6,1,3,1
1,45,2,6,9,3,1283000,1283000,6,1,3,2
2,57,6,6,9,7,3104166.66666667,3104166.66666667,6,1,3,2
2,30,6,6,9,5,2661333.33333333,2661333.33333333,6,1,3,2
2,36,5,6,6,4,0,0,6,1,2,2
2,27,2,6,5,5,1328000,1328000,6,1,2,1
1,28,1,6,8,9,3479333.33333333,3479333.33333333,6,1,3,1
2,37,5,6,9,6,1675000,1675000,6,1,3,0
1,34,2,6,10,5,1312624.33333333,1312624.33333333,6,1,1,3
1,44,4,5,10,12,4256666.66666667,4256666.66666667,6,1,1,2
2,55,4,5,10,5,1059616,1059616,6,1,1,0
1,50,5,6,0,4,1844666.66666667,1844666.66666667,6,1,1,0
2,55,5,5,10,3,2904033.33333333,2904033.33333333,6,1,1,2
1,45,2,6,7,4,1624500,1624500,6,1,1,3
1,56,2,5,10,5,2375166.66666667,2375166.66666667,6,1,1,1
1,63,5,5,9,3,1950000,1950000,6,1,1,0
1,37,5,4,3,3,1400000,1400000,6,1,1,0
2,71,5,6,10,1,697500,697500,6,1,1,0
1,34,2,5,10,5,2054500,2054500,6,1,1,1
1,46,2,6,8,3,691666.666666667,691666.666666667,6,1,1,2
2,21,1,6,5,7,550000,550000,6,1,1,1
1,25,2,5,6,3,1353333.33333333,1353333.33333333,6,1,1,2
2,56,4,5,10,3,1003083.33333333,1003083.33333333,6,1,1,1
2,37,5,6,6,3,750000,750000,6,1,1,1
1,67,5,6,10,5,3e+06,3e+06,6,1,3,0
1,56,2,6,8,4,16120166.6666667,16120166.6666667,6,1,3,0
2,51,4,6,10,4,3148333.33333333,3148333.33333333,6,1,3,1
2,66,6,6,10,4,350000,350000,6,1,3,0
2,61,2,5,10,4,4345000,4345000,6,1,2,3
1,40,6,6,8,5,2033333.33333333,2033333.33333333,6,1,3,2
2,46,5,6,5,NA,1563182.66666667,1563182.66666667,6,1,3,1
1,61,6,6,10,11,18478000,18478000,6,1,3,0
2,55,6,6,7,5,1500000,1500000,6,1,3,1
2,31,5,6,9,11,2500000,2500000,9,1,2,0
1,56,5,6,8,9,1300000,1300000,9,1,2,1
2,54,5,6,7,4,1591666.66666667,1591666.66666667,9,1,2,0
1,42,4,6,8,7,0,0,9,1,2,0
1,50,2,5,0,1,965000,965000,9,1,1,2
1,20,5,6,7,5,4e+05,4e+05,9,2,NA,0
2,49,4,6,10,5,988666.666666667,988666.666666667,9,1,1,2
2,43,4,6,5,3,993333.333333333,993333.333333333,9,1,1,1
2,25,4,6,10,7,993333.333333333,993333.333333333,9,1,1,1
1,65,2,6,4,3,1e+05,1e+05,9,1,2,1
2,78,3,6,8,3,3435833.33333333,3435833.33333333,9,1,2,0
2,32,4,6,6,9,828126,828126,9,1,2,1
2,27,4,6,9,NA,965000,965000,9,1,1,1
2,22,1,6,6,3,4e+05,4e+05,9,1,2,2
2,35,2,6,9,4,4e+05,4e+05,9,1,2,4
1,68,4,6,4,3,1508122.5,1508122.5,9,1,2,2
1,29,2,6,8,4,1750000,1750000,9,1,1,1
2,59,5,6,9,3,3125000,3125000,9,1,1,2
2,54,4,6,7,3,579166.666666667,579166.666666667,9,1,2,0
1,33,2,6,9,5,15533333.3333333,15533333.3333333,9,1,1,2
2,27,4,6,7,4,367500,367500,9,1,1,3
2,46,2,6,7,3,1300000,1300000,9,1,1,3
1,38,6,6,9,11,4e+06,4e+06,9,1,1,2
2,32,4,6,6,11,850000,850000,9,1,1,2
2,52,4,6,10,1,642500,642500,9,1,1,1
1,62,6,6,8,11,4858333.33333333,4858333.33333333,9,1,0,0
2,57,3,6,6,3,376666.666666667,376666.666666667,9,1,0,0
1,78,4,6,8,4,1e+06,1e+06,9,1,1,0
1,33,2,6,9,5,1005000,1005000,9,1,1,2
1,58,6,6,10,7,93333.3333333333,93333.3333333333,9,1,1,0
2,29,5,5,6,4,150000,150000,9,1,0,1
1,62,2,6,3,3,310000,310000,9,1,1,1
2,43,6,6,9,3,110833.333333333,110833.333333333,9,1,1,4
1,33,1,6,9,3,4e+05,4e+05,9,1,1,1
2,41,4,6,9,4,25350000,25350000,9,1,1,1
1,40,6,6,7,5,233000,233000,9,1,1,2
1,66,5,6,5,4,140000,140000,9,1,0,0
2,46,4,6,9,5,425000,425000,9,1,1,0
2,36,6,5,10,5,2129666.66666667,2129666.66666667,9,1,1,1
1,72,2,6,9,1,470000,470000,9,1,1,0
1,42,2,6,5,3,145000,145000,9,1,1,2
1,32,2,6,9,3,1288000,1288000,9,1,1,3
2,28,4,6,10,5,179166.666666667,179166.666666667,9,1,1,2
1,20,2,6,5,5,4e+05,4e+05,9,1,1,0
2,66,3,5,7,3,370833.333333333,370833.333333333,9,1,1,0
2,21,2,6,3,5,8e+05,8e+05,9,1,1,1
1,33,2,6,10,5,1266666.66666667,1266666.66666667,9,1,1,3
1,39,2,1,10,5,7200000,7200000,9,1,1,2
1,45,6,5,10,5,133333.333333333,133333.333333333,9,1,2,0
2,84,3,6,10,3,150000,150000,9,1,1,0
2,56,2,6,8,NA,7964583.33333333,7964583.33333333,9,1,3,1
2,82,3,6,7,1,1508333.33333333,1508333.33333333,9,1,2,0
1,49,2,6,10,5,2569000,2569000,9,1,2,1
2,38,2,6,10,5,850000,850000,9,1,2,2
1,74,2,6,10,3,2445000,2445000,9,1,2,2
1,47,2,1,8,5,3930000,3930000,9,1,1,2
1,74,3,1,2,3,202500,202500,9,1,1,0
1,55,2,1,9,3,1400000,1400000,9,1,1,0
1,40,6,6,10,7,4300000,4300000,9,1,2,3
1,67,4,1,8,3,1350000,1350000,9,1,3,1
2,58,4,1,6,3,486000,486000,9,1,1,1
2,34,2,1,10,4,1562916.66666667,1562916.66666667,9,1,1,2
2,69,2,1,10,3,2163333.33333333,2163333.33333333,9,1,1,2
1,34,1,6,8,11,3800000,3800000,9,1,2,0
2,40,5,1,8,11,3600000,3600000,9,2,NA,1
1,41,6,1,10,11,8755198.33333333,8755198.33333333,9,1,2,2
1,53,3,1,10,3,2906666.66666667,2906666.66666667,9,1,1,3
1,69,6,1,7,3,1010000,1010000,9,1,1,1
1,22,2,1,6,5,1310000,1310000,9,2,NA,1
1,62,6,6,10,11,2050000,2050000,9,1,2,3
2,61,4,6,10,3,2417500,2417500,9,1,2,1
1,27,1,1,10,11,3e+05,3e+05,9,1,9,1
1,58,5,6,8,5,8e+05,8e+05,9,1,1,0
1,55,2,6,8,4,1216666.66666667,1216666.66666667,9,1,1,1
1,31,2,1,5,7,4e+05,4e+05,9,1,1,1
1,42,2,5,9,4,8e+05,8e+05,9,1,1,0
1,46,2,1,7,3,2130000,2130000,9,1,1,1
1,57,2,6,10,5,1450000,1450000,9,1,1,1
1,51,6,6,10,11,11554750,11554750,9,1,1,1
1,61,2,6,10,11,3600000,3600000,9,1,1,1
1,24,2,6,7,4,1807000,1807000,9,1,1,4
1,40,5,1,6,4,350000,350000,9,1,1,0
1,45,2,6,8,11,6900000,6900000,9,1,1,1
1,44,6,6,10,9,4037833.33333333,4037833.33333333,9,1,1,0
2,45,5,6,8,13,4433333.33333333,4433333.33333333,9,1,1,0
1,36,2,1,7,5,2300000,2300000,9,2,NA,2
2,52,4,1,5,3,1425000,1425000,9,1,1,0
1,57,5,6,10,3,1920000,1920000,9,1,1,0
1,32,2,1,9,9,2086666.66666667,2086666.66666667,9,1,1,2
2,79,3,1,7,3,58333.3333333333,58333.3333333333,9,1,1,0
1,59,5,6,8,5,1480000,1480000,9,1,1,0
1,34,2,6,10,13,0,0,9,1,1,1
1,42,2,6,6,3,920000,920000,9,1,1,2
1,20,5,1,5,NA,58333.3333333333,58333.3333333333,9,1,1,0
2,44,4,1,7,4,2660000,2660000,9,1,1,2
1,51,2,6,8,5,2933237.66666667,2933237.66666667,9,1,1,1
1,37,2,1,8,4,2181666.66666667,2181666.66666667,9,1,1,5
1,28,2,1,9,5,2181666.66666667,2181666.66666667,9,1,1,2
1,34,2,1,9,NA,1200000,1200000,9,1,1,2
2,48,2,6,6,3,1934166.66666667,1934166.66666667,9,1,1,5
1,26,2,6,5,7,1934166.66666667,1934166.66666667,9,1,1,1
1,37,2,1,8,11,5783333.33333333,5783333.33333333,9,1,2,1
2,37,2,5,5,NA,2175000,2175000,9,1,1,2
1,59,4,1,6,3,1e+05,1e+05,9,1,1,1
2,52,5,1,8,5,11400000,11400000,9,1,1,0
2,61,4,6,10,3,1e+06,1e+06,9,1,1,0
2,64,3,1,7,5,1990000,1990000,9,1,1,1
2,55,2,1,10,3,4400000,4400000,9,1,1,0
2,33,5,6,10,13,5091666.66666667,5091666.66666667,9,1,1,0
2,66,6,1,5,1,1e+05,1e+05,9,1,1,0
1,28,2,6,8,NA,2541666.66666667,2541666.66666667,9,1,1,0
1,61,2,6,9,13,4133333.33333333,4133333.33333333,9,1,1,1
1,71,2,1,7,3,777500,777500,9,1,1,3
2,20,5,1,5,4,465000,465000,9,1,1,1
1,45,2,6,7,5,3900000,3900000,9,1,1,4
1,64,2,1,8,3,1262916.66666667,1262916.66666667,9,1,1,2
1,28,6,6,6,7,2020000,2020000,9,1,1,1
2,38,4,1,8,3,5e+05,5e+05,9,1,1,1
2,52,4,6,6,5,858500,858500,9,1,1,1
1,50,2,1,10,4,2877333.33333333,2877333.33333333,9,1,1,1
2,47,2,6,7,13,4400760.41666667,4400760.41666667,9,1,1,1
1,54,2,1,5,4,290000,290000,9,1,0,1
2,54,4,5,10,11,2733333.33333333,2733333.33333333,9,1,1,0
1,35,2,6,7,5,4e+06,4e+06,9,1,1,1
2,35,2,3,9,11,7716666.66666667,7716666.66666667,9,1,1,0
2,58,5,6,9,5,1860000,1860000,9,1,1,0
2,28,5,3,9,11,2550000,2550000,9,1,1,1
2,58,5,6,10,13,7318333.33333333,7318333.33333333,9,1,1,0
2,51,4,5,10,13,2616666.66666667,2616666.66666667,9,1,1,0
2,46,5,1,7,5,5393333.33333333,5393333.33333333,9,1,1,2
1,42,2,6,9,11,2692500,2692500,9,1,1,0
1,51,2,6,10,3,1940000,1940000,9,1,1,3
1,64,6,6,7,11,8713000,8713000,9,1,1,1
1,69,2,1,9,11,5186000,5186000,9,1,1,2
1,38,2,1,8,4,3e+06,3e+06,9,1,1,5
2,63,3,1,6,3,220833.333333333,220833.333333333,9,1,1,0
1,48,1,6,7,7,5e+05,5e+05,9,1,1,0
2,42,4,6,8,5,2864000,2864000,9,1,0,2
2,35,4,1,5,3,3e+05,3e+05,9,2,NA,0
2,45,4,1,7,3,2234583.33333333,2234583.33333333,9,1,1,3
2,31,6,1,8,NA,3795000,3795000,9,1,1,1
2,75,5,1,8,3,1318583.33333333,1318583.33333333,9,1,1,1
1,61,2,1,9,5,3736666.66666667,3736666.66666667,9,1,1,1
2,66,3,1,8,3,3040000,3040000,9,1,1,0
2,54,5,6,6,5,5200000,5200000,9,1,1,1
2,38,5,1,10,5,1500000,1500000,9,1,1,1
1,47,5,6,7,3,1200000,1200000,9,1,1,0
1,32,5,6,8,5,4e+05,4e+05,9,1,1,0
1,33,2,6,10,9,915000,915000,9,1,1,2
1,72,5,6,10,3,2e+05,2e+05,9,1,1,0
1,56,6,6,8,11,8e+05,8e+05,9,1,1,0
2,43,4,6,0,1,577500,577500,9,1,1,1
1,24,1,6,6,9,1700000,1700000,9,1,1,0
2,68,3,6,8,1,375000,375000,9,1,1,0
1,50,2,6,5,3,950000,950000,9,1,1,0
2,65,6,6,9,3,3535833.33333333,3535833.33333333,9,1,1,1
1,44,5,6,7,3,1520000,1520000,9,1,1,0
1,29,2,6,8,NA,3431032,3431032,9,1,2,2
1,45,2,6,7,3,3083266.66666667,3083266.66666667,9,1,1,3
1,51,6,6,10,5,4166666.66666667,4166666.66666667,9,1,2,1
2,49,2,6,8,5,2920000,2920000,9,1,1,1
1,69,2,6,10,3,520000,520000,9,1,1,0
1,39,2,6,10,3,1271666.66666667,1271666.66666667,9,1,1,1
2,31,5,6,10,11,1957500,1957500,9,1,2,1
2,51,4,6,6,3,475000,475000,9,1,1,1
2,46,3,6,6,10,2746500,2746500,9,1,1,2
1,45,5,6,5,3,959500,959500,9,1,1,0
2,19,2,6,10,7,2040000,2040000,9,1,1,1
2,22,5,5,9,NA,828000,828000,9,1,1,0
1,37,5,6,7,1,885000,885000,9,1,1,1
2,20,5,6,6,NA,930500,930500,9,1,1,0
1,69,3,6,8,3,3600000,3600000,9,1,2,1
2,35,6,6,8,4,955000,955000,9,1,2,2
1,54,6,6,6,3,557666.666666667,557666.666666667,9,1,1,1
2,76,5,6,8,1,1368333.33333333,1368333.33333333,9,1,2,0
1,29,5,6,6,7,1028116,1028116,9,1,1,0
2,71,3,6,10,1,760000,760000,9,1,1,0
1,23,5,6,7,7,2270365.33333333,2270365.33333333,9,1,1,0
1,26,1,6,10,4,1061112.66666667,1061112.66666667,9,1,1,0
1,44,6,1,9,4,4433109.33333333,4433109.33333333,9,1,1,1
1,69,2,6,9,4,4e+05,4e+05,9,1,1,0
